h_values,a_values,c_values,node_eccentricity,community_opinion_eccentricity,community_size
0.01,0.3,0.01,2.29431642986263,0.7260557025787672,49
0.03,0.03,0.3,0.7156659096701353,0.6975829299286194,51
0.03,0.01,0.1,0.27825406644328754,0.6975829299286194,51
0.03,0.03,0.01,0.3815901345667225,0.6975829299286194,51
0.1,0.3,0.3,1.3449632957667732,0.7260557025787672,49
0.1,0.03,0.03,0.6663321716989535,0.7260557025787672,49
0.03,0.3,0.3,0.6575002103661975,0.7260557025787672,49
0.03,0.01,0.1,0.5375196925355158,0.7260557025787672,49
0.3,0.3,0.01,0.3655934411216423,0.7260557025787672,49
0.1,0.3,0.1,0.7352638392024137,0.7260557025787672,49
0.3,0.01,0.03,1.7892303385653159,0.7260557025787672,49
0.03,0.3,0.1,0.1659170279464704,0.6975829299286194,51
0.3,0.3,0.01,0.9204529920644006,0.6975829299286194,51
0.03,0.1,0.03,0.4773398567361758,0.6975829299286194,51
0.01,0.3,0.3,0.747856419357657,0.7260557025787672,49
0.3,0.1,0.1,0.9643026667560801,0.7260557025787672,49
0.01,0.03,0.3,0.5118300170418227,0.7260557025787672,49
0.01,0.03,0.01,1.0483547397608595,0.7260557025787672,49
0.1,0.01,0.03,0.6394484650222401,0.6975829299286194,51
0.03,0.3,0.3,0.733708660674264,0.6975829299286194,51
0.01,0.1,0.3,0.06624739439403884,0.7260557025787672,49
0.3,0.03,0.03,0.6793637752181285,0.7260557025787672,49
0.3,0.1,0.03,0.25824018127826553,0.7260557025787672,49
0.03,0.01,0.1,2.43114508345078,0.6975829299286194,51
0.01,0.1,0.01,0.7740829668810786,0.7260557025787672,49
0.03,0.1,0.03,1.1860808034857475,0.7260557025787672,49
0.3,0.3,0.1,0.5955383578054185,0.6975829299286194,51
0.3,0.3,0.1,0.7964361452021828,0.7260557025787672,49
0.1,0.1,0.1,0.544673147771767,0.6975829299286194,51
0.3,0.3,0.3,0.8272575648656966,0.7260557025787672,49
0.1,0.03,0.01,0.6449537281369082,0.7260557025787672,49
0.01,0.1,0.01,0.47976668106908227,0.6975829299286194,51
0.01,0.01,0.03,1.5020824339916636,0.6975829299286194,51
0.03,0.01,0.3,0.8409341791381818,0.7260557025787672,49
0.03,0.03,0.03,1.6690088712039226,0.6975829299286194,51
0.03,0.1,0.03,2.5858160920379074,0.6975829299286194,51
0.1,0.3,0.01,0.08667020555960325,0.7260557025787672,49
0.03,0.03,0.03,2.259561546798945,0.7260557025787672,49
0.01,0.3,0.01,2.349706527641006,0.7260557025787672,49
0.01,0.1,0.3,1.761665471078321,0.7260557025787672,49
0.01,0.1,0.03,0.12651955073199986,0.6975829299286194,51
0.3,0.3,0.1,0.29861859383269423,0.7260557025787672,49
0.03,0.03,0.03,0.11155025424213486,0.6975829299286194,51
0.01,0.01,0.3,1.1839967012392933,0.6975829299286194,51
0.1,0.01,0.3,1.5037790297187212,0.6975829299286194,51
0.03,0.1,0.1,2.294254926576727,0.7260557025787672,49
0.3,0.3,0.01,1.3273974299414109,0.7260557025787672,49
0.1,0.3,0.03,1.785165239318093,0.7260557025787672,49
0.03,0.1,0.03,3.006940113308633,0.6975829299286194,51
0.1,0.03,0.3,1.4094357270310551,0.6975829299286194,51
0.03,0.3,0.03,0.01940928226595983,0.6975829299286194,51
0.3,0.01,0.1,0.9207426123359883,0.6975829299286194,51
0.3,0.1,0.1,1.9640183079355285,0.6975829299286194,51
0.3,0.03,0.1,3.883404047824132,0.7260557025787672,49
0.1,0.01,0.1,0.44478105613529717,0.7260557025787672,49
0.03,0.03,0.03,0.44279107393003747,0.7260557025787672,49
0.1,0.1,0.01,0.054531029539486915,0.6975829299286194,51
0.01,0.01,0.03,4.219411624521859,0.6975829299286194,51
0.03,0.03,0.03,1.6146306029505486,0.6975829299286194,51
0.03,0.03,0.01,2.1991246693330146,0.7260557025787672,49
0.01,0.01,0.01,0.38447605954715147,0.7260557025787672,49
0.01,0.01,0.3,0.3290577767946854,0.6975829299286194,51
0.1,0.1,0.1,2.345294245223739,0.7260557025787672,49
0.3,0.03,0.1,0.63589819057931,0.7260557025787672,49
0.03,0.03,0.1,0.8399314576762896,0.6975829299286194,51
0.1,0.3,0.3,0.735564400981376,0.7260557025787672,49
0.3,0.03,0.01,2.4364993399579675,0.6975829299286194,51
0.1,0.03,0.03,0.43804328050383873,0.7260557025787672,49
0.3,0.1,0.01,0.90597432795483,0.6975829299286194,51
0.3,0.3,0.3,0.8909938887007387,0.6975829299286194,51
0.3,0.1,0.01,1.4597101615314805,0.6975829299286194,51
0.01,0.03,0.1,1.872228196435794,0.7260557025787672,49
