h_values,n_values,th_values,ta_values,c_values,avg_weight,std_dev,average_os,range_community,n_communities,modularity
0.1,0.1,0.1,0.3,0.01,107.09711194773534,0.357012168885604,8.981599367271395,5.237980151114685,2,0.09000695770562889
0.1,0.1,0.3,0.01,0.01,106.63994490968508,0.32666548175461113,9.399560511292547,4.029125790020847,2,0.09016468445772019
0.1,0.1,0.3,0.03,0.01,106.23876160908135,0.3388654152653485,9.747210189317514,4.296283861390425,2,0.09042194693537531
0.1,0.1,0.3,0.1,0.01,105.8344344138555,0.17315187598766912,9.660247981405234,4.246051283154438,2,0.09076943665025633
0.1,0.1,0.3,0.3,0.01,105.2534809619143,0.16624889424345327,9.71365879504518,4.329558900688467,2,0.09128739892782159
0.1,0.3,0.01,0.01,0.01,108.45735834201807,0.15403359211602607,8.964893962545567,5.092217374117556,2,0.0883532333221706
0.1,0.3,0.01,0.03,0.01,111.7943245009906,0.1297624901504508,9.54835657657401,4.10541809934712,2,0.08552684001924066
0.1,0.3,0.01,0.1,0.01,114.85245583390407,0.4240858645121141,9.602415160401971,4.1566937633294145,2,0.08305449932381367
0.1,0.3,0.01,0.3,0.01,117.18103055573391,0.5272302471949033,9.710198856224759,4.369297625049635,2,0.0811494827474713
0.1,0.3,0.03,0.01,0.01,120.1860950198581,0.4592260979679801,9.558609328772173,4.38162356077164,2,0.07890953092518346
0.1,0.3,0.03,0.03,0.01,123.05095007696421,0.4400879068671955,9.7382710513786,4.523825895661911,2,0.07688822419394617
0.1,0.3,0.03,0.1,0.01,125.62980757722876,0.6090230425202919,9.653793789496314,4.462164495058577,2,0.07519665002413614
0.1,0.3,0.03,0.3,0.01,127.57649113569978,0.41458536768343346,9.435424706940458,4.525277998616026,2,0.07385706342519993
0.1,0.3,0.1,0.01,0.01,130.47815652083122,0.13673607256645307,9.677623009876966,4.86461269725379,2,0.07199138257622453
0.1,0.3,0.1,0.03,0.01,133.55727979326952,0.22792272717577103,9.410022320898339,4.671765287059822,2,0.0701432699629011
0.1,0.3,0.1,0.1,0.01,136.49389395598666,0.05902292374745751,9.199688952548097,4.388010532182986,2,0.06844705113559552
0.1,0.3,0.1,0.3,0.01,138.84302770805294,0.045863239192790506,8.892475793349062,4.024337885410872,2,0.06715944666756987
0.1,0.3,0.3,0.01,0.01,142.2925867593947,0.04764898296132663,8.699921850016894,3.874503608115919,2,0.06538785089950819
0.1,0.3,0.3,0.03,0.01,145.48932511756144,0.003953643955714538,8.793860872706288,4.194758806744439,2,0.06383780329872404
0.1,0.3,0.3,0.1,0.01,148.4446440975388,0.003920928331752892,8.819886290472828,4.280115085074243,2,0.06238708452123981
0.1,0.3,0.3,0.3,0.01,150.7905993910114,0.0778041609692864,8.649196766498816,4.2880064843302526,2,0.06127555552748046
0.3,0.01,0.01,0.01,0.01,143.1005098407154,0.20113139861232068,8.860714548046767,4.301283182815449,2,0.06448588832665922
0.3,0.01,0.01,0.03,0.01,135.32150501553292,0.1900795288476534,9.357601679000787,4.791513810445733,2,0.06623789430021515
0.3,0.01,0.01,0.1,0.01,127.88766575696692,0.04637303970088047,8.476226971826813,3.956781370408814,2,0.07093354848841887
0.3,0.01,0.01,0.3,0.01,121.13650217947755,2.797798001786413,14.749248698342619,11.36593440675357,3,0.07637675805895375
0.3,0.01,0.03,0.01,0.01,114.63877249515632,1.3431281779203665,10.919858630092689,7.523283722597762,3,0.0833152122642499
0.3,0.01,0.03,0.03,0.01,108.2089366049853,1.4864443230882816,11.32703973836853,7.5948631382274066,3,0.0905540738157796
0.3,0.01,0.03,0.1,0.01,101.93925261977704,2.0075772651240866,13.472122963509408,11.087379290096925,3,0.09658067953682442
0.3,0.01,0.03,0.3,0.01,95.992911600963,2.579500634787375,10.962320978691713,4.593082670781635,3,0.10546489777898421
0.3,0.01,0.1,0.01,0.01,90.7567607250148,4.241321756684142,15.277560464021837,12.610209940343506,3,0.1115985851031903
0.3,0.01,0.1,0.03,0.01,85.58593254171424,1.4947094345212015,10.612158690638124,6.323765666747468,3,0.12050492693952766
0.3,0.01,0.1,0.1,0.01,80.87094835176465,1.8718207724752185,14.329516731295518,11.324425869881248,3,0.12668317586934613
0.3,0.01,0.1,0.3,0.01,76.2550743694319,2.7446825076912726,15.474679399228506,11.177204941634521,3,0.13199295798428734
0.3,0.01,0.3,0.01,0.01,72.22169229237136,3.0740809943194454,14.804771528636136,11.193872720468656,3,0.1342176600612094
0.3,0.01,0.3,0.03,0.01,68.24109874199391,4.6681011657861,16.161190467696446,12.397475065406898,3,0.13819535932654933
0.3,0.01,0.3,0.1,0.01,64.30660865895668,0.7258844105120305,12.725396114713389,8.489886924199087,3,0.14214374084234846
0.3,0.01,0.3,0.3,0.01,60.43688766837314,1.1177401620820564,13.061492039638075,8.494643785612206,3,0.14862091168925534
0.3,0.03,0.01,0.01,0.01,56.37931755868642,0.8582293050942937,13.279342338369007,9.218980814201323,3,0.152857147191574
0.3,0.03,0.01,0.03,0.01,52.56718842098982,3.4830646929986835,12.075449165636673,9.656138572637893,3,0.15286777175908275
0.3,0.03,0.01,0.1,0.01,48.94566050437984,6.631550696885006,15.250359382077658,22.498699368169486,4,0.16517717960462946
0.3,0.03,0.01,0.3,0.01,45.43534533549556,1.977663977927328,10.164713297654266,5.231153341937416,3,0.17673760389045462
