h_values,n_values,th_values,ta_values,c_values,avg_weight,std_dev,average_os,range_community,n_communities,modularity
0.3,0.03,0.03,0.01,0.01,42.255026558416176,1.7474540130149627,9.791044959212899,4.530300974908208,3,0.1864095104220263
0.3,0.03,0.03,0.03,0.01,39.24869593284575,0.38652817095529585,12.72658308124332,7.7643057576782395,3,0.19725918859931546
0.3,0.03,0.03,0.1,0.01,36.44470940310958,1.148550672312476,14.093471641802841,11.352761384939498,3,0.20371547966497366
0.3,0.03,0.03,0.3,0.01,33.78262258502573,0.39230942946378894,12.4470127027741,7.3942096394067205,3,0.21219765640754315
0.3,0.03,0.1,0.01,0.01,31.396310158748992,12.639903794058062,10.98442006719981,50.47053699182008,4,0.21973487001075692
0.3,0.03,0.1,0.03,0.01,29.145329778102877,498.8472601956464,64.58560445911908,60.110268287276305,4,0.22844858893988107
0.3,0.03,0.1,0.1,0.01,27.07822050268452,1.093447530147731,13.672739509844089,9.420914047294646,3,0.2353999180068937
0.3,0.03,0.1,0.3,0.01,25.196478294796613,0.7022710477757949,8.320132999852722,4.911212709884483,3,0.2436580753653004
0.3,0.03,0.3,0.01,0.01,23.646680038851674,1.7680456445539945,9.933272032676678,6.703176700200774,4,0.2499906325228638
0.3,0.03,0.3,0.03,0.01,22.11956036814377,7.899275482542685,14.760978693999974,10.131065056254505,4,0.25718114641714884
0.3,0.03,0.3,0.1,0.01,20.654501246393252,8.601477750837175,14.259194637350523,11.273403178961338,4,0.26574935313450476
0.3,0.03,0.3,0.3,0.01,19.261940784427345,5.076812734806602,12.542263089855563,10.393000706111508,4,0.26895769834566047
0.3,0.1,0.01,0.01,0.01,18.16122545919288,6.3458590945375155,13.714048308942731,9.264329044833477,4,0.28036914546745756
0.3,0.1,0.01,0.03,0.01,17.086748828840076,0.14974565155346453,10.190073661732361,6.058053495502661,3,0.28649636596251915
0.3,0.1,0.01,0.1,0.01,16.053507796970177,3.276267355942824,11.675047461893309,6.128038455919914,3,0.292247214775794
0.3,0.1,0.01,0.3,0.01,15.014214990523767,2.1196153750618856,10.61173850528468,6.549112604002085,3,0.29551181345574734
0.3,0.1,0.03,0.01,0.01,14.099395138891252,1.3960163634243472,10.306965485501271,6.53844417712799,3,0.30257239372169953
0.3,0.1,0.03,0.03,0.01,13.21387864211479,1.198982700017074,10.004603383620399,4.915444925371121,3,0.30655112685396463
0.3,0.1,0.03,0.1,0.01,12.35469494058952,6.238980974900416,10.036523093163817,5.848193601761041,3,0.3013131797122895
0.3,0.1,0.03,0.3,0.01,11.462611737270214,0.874765517615142,8.899240801160037,5.4604654855679,3,0.31490550955076607
0.3,0.1,0.1,0.01,0.01,10.787279241252977,0.9446298973928131,8.129954168845932,5.591811475970788,3,0.32174068959235835
0.3,0.1,0.1,0.03,0.01,10.125239662628973,0.9874149013911812,7.992937212158987,7.357104936987431,3,0.31891997251726345
0.3,0.1,0.1,0.1,0.01,9.474411054160253,1.4008322989314,8.555127385433298,10.846636098369395,4,0.31641348464487706
0.3,0.1,0.1,0.3,0.01,8.839880323881351,1.626179566766759,6.77429201242613,19.105705894049997,3,0.31238313126093264
0.3,0.1,0.3,0.01,0.01,8.474524495520097,1.2993173908681508,7.938775649358401,16.44512056255514,4,0.3220439313332447
0.3,0.1,0.3,0.03,0.01,8.045406141528261,1.6499694709951134,7.5428245819802475,21.707339309879995,4,0.3213750768163951
0.3,0.1,0.3,0.1,0.01,7.599894483373139,1.5084543342823487,8.163083391870009,13.066557215462462,4,0.329013979916683
0.3,0.1,0.3,0.3,0.01,7.133655038955923,1.1778809363305625,8.403843930849652,5.791502602121533,4,0.3299596564422965
0.3,0.3,0.01,0.01,0.01,7.741938141529359,0.013294518644147399,6.34379716025587,6.046870063746752,3,0.28044737286130256
0.3,0.3,0.01,0.03,0.01,8.212856782299646,2.152824174812467,7.892059617522766,22.19530513556082,5,0.2622977176143897
0.3,0.3,0.01,0.1,0.01,8.403587055178148,2.1460040624888927,7.911193320193652,14.304048372614988,4,0.24768025054143583
0.3,0.3,0.01,0.3,0.01,8.16994795694385,0.0763829733060454,7.296808974610133,7.342504623552769,4,0.2614276581409185
0.3,0.3,0.03,0.01,0.01,8.347800872887856,0.5888430788098843,7.439298866219074,8.168333801139841,4,0.25878690134895976
0.3,0.3,0.03,0.03,0.01,8.505292296901358,0.957688572611178,7.4310321695150705,13.273586861171076,4,0.26529888771617594
0.3,0.3,0.03,0.1,0.01,8.563690099780507,0.5190550739818606,8.604980199388264,6.122583024089715,4,0.2764011352855964
0.3,0.3,0.03,0.3,0.01,8.35469530729956,2.8008911069408917,5.72644909914006,9.867048288459245,4,0.2871382405389168
0.3,0.3,0.1,0.01,0.01,8.674897114138428,0.5530276817725401,6.713542116247021,7.193790570501303,3,0.2889440750485003
0.3,0.3,0.1,0.03,0.01,8.958856732145284,1.7721299818001837,4.27375380033944,5.8678240699636595,3,0.28294776063655863
0.3,0.3,0.1,0.1,0.01,9.144989392992303,57.93416015223539,5.283283214679412,74.65065052919996,4,0.28309942375152186
0.3,0.3,0.1,0.3,0.01,9.047337679541496,1.3608853097543263,4.57757236849171,5.049705021572654,3,0.28580410618691143
0.3,0.3,0.3,0.01,0.01,9.766169071774163,1.774080506557672,7.612528969841103,4.217008061142115,3,0.27234676951190967
0.3,0.3,0.3,0.03,0.01,10.261841964686106,0.04098175643524289,3.733440615503363,4.917617314698701,3,0.26218414742811424
0.3,0.3,0.3,0.1,0.01,10.665500590497578,3.1401585450550757,3.7216181513615134,3.657593518009668,3,0.255179277933442
0.3,0.3,0.3,0.3,0.01,10.643310437617448,1.2977506820544438,5.545882047412543,2.6067629574435163,3,0.25841412412905335
0.01,0.01,0.01,0.01,0.03,10.649281896863991,2.5803196656414102,2.8159928119924964,4.537596561553229,3,0.25808799454274134
0.01,0.01,0.01,0.03,0.03,10.65624951660968,2.356600579773207,2.4989728604117922,4.326882977259006,3,0.25928420834904425
0.01,0.01,0.01,0.1,0.03,10.656582525425003,1.7894451600331593,1.9994740036944392,3.865324473230855,3,0.25722487992997556
0.01,0.01,0.01,0.3,0.03,10.636263802338297,0.01994689817956201,1.9703597087917784,3.705590759684724,3,0.259848454008039
0.01,0.01,0.03,0.01,0.03,10.634863154406403,1.10449072392938,1.5212452847868867,3.4410827415968184,3,0.25763893213053607
0.01,0.01,0.03,0.03,0.03,10.633237933466123,0.6259203176873389,1.4164168926586265,3.7802663185789807,3,0.25836121978453075
0.01,0.01,0.03,0.1,0.03,10.629316814786991,0.7992016500180186,1.4248097539912716,3.9361958995360204,3,0.2588190553146227
0.01,0.01,0.03,0.3,0.03,10.604035700082852,0.9314971581693927,1.5774357802440109,3.701014227574207,3,0.2573930054951016
0.01,0.01,0.1,0.01,0.03,10.603787000518468,1.0249513290813141,1.383381087835917,3.352873937712162,3,0.2590261674276091
0.01,0.01,0.1,0.03,0.03,10.605003346124942,0.5233613836477625,2.35001630962973,4.157158912647906,3,0.2571991354025067
0.01,0.01,0.1,0.1,0.03,10.602610494527694,0.6627913468427884,2.647561584102876,2.1379082974917676,3,0.25711760834185704
0.01,0.01,0.1,0.3,0.03,10.58624997129649,0.8738107574010711,1.5173761750749786,3.0793054407923375,3,0.25727660578501765
0.01,0.01,0.3,0.01,0.03,10.617866925865385,0.8752353849190192,1.5225938762086502,3.4184715637102183,4,0.25692603941517694
0.01,0.01,0.3,0.03,0.03,10.643037864445107,0.1082911251360435,1.317001094667414,2.9932052061757473,3,0.2534893483121913
0.01,0.01,0.3,0.1,0.03,10.656970486608186,0.5301708278025333,1.4538298209066236,4.283400691545888,3,0.2545213526106677
0.01,0.01,0.3,0.3,0.03,10.65230819779526,0.41206882754384394,1.5125319339640326,3.738852923148656,3,0.25654837456860846
0.01,0.03,0.01,0.01,0.03,11.247192784616145,0.6830333665082985,2.0685177800955272,3.729314689905306,3,0.23598317497195467
0.01,0.03,0.01,0.03,0.03,11.767271862340172,0.9076133312804586,2.7268386747507893,3.7504520138802686,3,0.21827490414204467
0.01,0.03,0.01,0.1,0.03,12.18250180052563,0.6330863970028849,3.1740537196382075,3.6408461852729728,3,0.20941204787067128
0.01,0.03,0.01,0.3,0.03,12.505735812763897,1.0851509208341121,5.6807087346186735,2.7117079269315547,3,0.19789202118098922
0.01,0.03,0.03,0.01,0.03,12.875267998460302,2.0739891807639688,7.02802817473168,3.6780010996891317,3,0.1907739185278522
0.01,0.03,0.03,0.03,0.03,13.211221948008879,0.7523647011909302,4.876784967698178,4.576540998777976,3,0.18309414916133238
0.01,0.03,0.03,0.1,0.03,13.505824188864676,0.5151764693630716,4.586114270702583,2.4588780153613197,3,0.1808477596054412
0.01,0.03,0.03,0.3,0.03,13.725940805508184,0.37070543796375505,5.010294458771105,2.4936904837387743,3,0.17402113877939415
0.01,0.03,0.1,0.01,0.03,14.052168686080343,0.42559917366626265,5.721473679589078,2.8800066503046358,3,0.16952463638799709
0.01,0.03,0.1,0.03,0.03,14.353646790793999,0.6082812364981585,6.0864666550897875,3.909564598129431,3,0.16857564961816565
0.01,0.03,0.1,0.1,0.03,14.583077022057141,0.9822450330708801,6.298411157059748,3.1182132729208685,3,0.16556064670369508
0.01,0.03,0.1,0.3,0.03,14.732610469945765,1.727927209723492,9.844494172307124,6.4847547615737335,3,0.16079310122411425
0.01,0.03,0.3,0.01,0.03,14.99451283633351,1.0559829575983226,6.391206524536511,4.076855872082051,3,0.15807123820416846
0.01,0.03,0.3,0.03,0.03,15.234696801312493,2.8066678062414456,10.387044154115804,12.093969482442857,4,0.15424643514747471
0.01,0.03,0.3,0.1,0.03,15.457234123067884,0.7479219920994468,7.330935977512418,3.8429089740930062,3,0.15474811507108774
0.01,0.03,0.3,0.3,0.03,15.631490980309964,5.042419864289292,13.307366633910966,19.72510637136604,4,0.15026040349203168
0.01,0.1,0.01,0.01,0.03,16.733397951855604,4.265865753095227,8.491770371499134,27.297005228040387,4,0.1396452271521195
0.01,0.1,0.01,0.03,0.03,17.832591098634737,3.145455452086458,12.01154320442638,8.474572760892187,3,0.13057908873601803
0.01,0.1,0.01,0.1,0.03,18.897846319110027,1.564166359645382,8.291671948089915,5.134995111279289,3,0.12442552802309653
0.01,0.1,0.01,0.3,0.03,19.686839497121767,1.4093366954136906,8.700804937623788,5.20248127577527,3,0.11780467755088028
0.01,0.1,0.03,0.01,0.03,20.778918729964104,1.2188450675099232,8.65511340063328,4.797192355139043,3,0.11121036756757924
0.01,0.1,0.03,0.03,0.03,21.80251186534183,5.148681658120707,14.873652715063965,10.594632407871964,3,0.1050181109702481
0.01,0.1,0.03,0.1,0.03,22.711375284146587,8.728404155129697,17.82845313596415,13.598826447939274,3,0.1011667323590941
0.01,0.1,0.03,0.3,0.03,23.372839094122366,8.23331458897213,18.167186992969302,13.68304428977571,3,0.09876197119527015
0.01,0.1,0.1,0.01,0.03,24.35850970337763,1.3132704021315047,10.929314151977703,6.181062032332822,3,0.09303739946675843
0.01,0.1,0.1,0.03,0.03,25.386960067997386,1.2833806936156915,10.815911912037672,5.990821793287677,3,0.09037759659283333
0.01,0.1,0.1,0.1,0.03,26.33316502590572,1.558077741570557,11.003545346825385,6.4448111960906775,3,0.0868645587414171
0.01,0.1,0.1,0.3,0.03,27.06037835446094,12.129102954655234,20.61201899403594,15.846456453495055,3,0.08350703081716952
0.01,0.1,0.3,0.01,0.03,28.06656484066444,1.89817751382416,11.48874042925358,8.085736417045727,3,0.08013465347466467
0.01,0.1,0.3,0.03,0.03,29.064399426095576,3.0679739580459984,13.14379179671009,8.883462881569898,3,0.07716277761956232
0.01,0.1,0.3,0.1,0.03,30.129479418449694,2.1754418587213937,12.230401102185974,6.805549682713743,3,0.07483397863821026
0.01,0.1,0.3,0.3,0.03,31.09735682417585,1.6164532068940307,12.476403634746562,7.608727135285486,3,0.07127298528610493
0.01,0.3,0.01,0.01,0.03,35.03348431160226,10.99130865301432,23.611143215610493,17.65770539433467,3,0.06262582380665156
0.01,0.3,0.01,0.03,0.03,38.999891153213646,1.7088953214337281,14.553638884082567,8.339418563375633,3,0.05620536132918071
0.01,0.3,0.01,0.1,0.03,42.435265840072894,1.233538660737122,14.617857269666858,8.659579212224354,3,0.050362437190160814
0.01,0.3,0.01,0.3,0.03,45.064863747014776,18.775411188361687,26.64426186025596,20.602868167422127,3,0.04731294112978371
0.01,0.3,0.03,0.01,0.03,48.361860233074765,1.4689372298619667,15.673025274600734,9.30113844449603,3,0.044293648405230784
0.01,0.3,0.03,0.03,0.03,51.37571153029537,13.165990233382434,25.185479948528002,18.431932273608485,3,0.040572242309934524
0.01,0.3,0.03,0.1,0.03,54.57996154781635,8.553901518222114,20.722610111226125,13.96711983983689,3,0.03788744023716511
0.01,0.3,0.03,0.3,0.03,57.29546329513432,1.6467991995218791,17.872258668984703,10.59430006039167,3,0.036187509898658474
0.01,0.3,0.1,0.01,0.03,60.92074080069447,22.91223666587843,28.492215721678996,21.043855948603852,3,0.03337791375037048
0.01,0.3,0.1,0.03,0.03,64.43255525257575,2.59932029100816,17.89549139836001,10.174527496218246,3,0.031551423435502435
0.01,0.3,0.1,0.1,0.03,67.45849406254948,2.647198991498487,18.251642191696174,10.569225070690525,3,0.029824357763552856
0.01,0.3,0.1,0.3,0.03,69.8902817325032,3.5138840903581428,21.12929381791257,13.257771987277291,3,0.028219466857528075
0.01,0.3,0.3,0.01,0.03,72.92210493703031,7.908835117845205,24.69732817225808,17.009902828630395,3,0.027061047736487515
0.01,0.3,0.3,0.03,0.03,76.08489026674894,6.585633074165501,24.215737137253,16.76440937076348,3,0.025650002129528796
0.01,0.3,0.3,0.1,0.03,79.031292193302,5.601752021387426,24.050415937185385,16.385110167835094,3,0.02423378383230658
0.01,0.3,0.3,0.3,0.03,81.26434655236233,3.721096247718788,20.018891774904453,12.178933117109784,3,0.023565419070874227
0.03,0.01,0.01,0.01,0.03,80.92075414629663,2.8079287872643253,19.258450433368765,11.424245544102336,3,0.023721090087365032
0.03,0.01,0.01,0.03,0.03,80.56724541711161,2.5128998824998257,19.572271421106034,11.507336661591188,3,0.02384754825235151
0.03,0.01,0.01,0.1,0.03,80.21373953250531,3.3536399813646804,20.732914094985446,12.593583292293236,3,0.024127021238413607
0.03,0.01,0.01,0.3,0.03,79.82479931091855,14.568124645366165,27.479800866192093,19.341545666852024,3,0.024151653149652272
0.03,0.01,0.03,0.01,0.03,79.48074964337398,2938.8251214006073,139.561904710465,131.02065820773575,4,0.02364937898948866
0.03,0.01,0.03,0.03,0.03,79.12893232993773,2.953670379422903,21.63716049502668,13.024231526170665,3,0.024407917563664977
0.03,0.01,0.03,0.1,0.03,78.77125290347405,3.399584211583762,21.24691750896995,12.600015239850727,3,0.02440032717779049
0.03,0.01,0.03,0.3,0.03,78.42193129912108,3019.3688672549274,144.44252852597268,135.81389817447922,4,0.02419038208888432
0.03,0.01,0.1,0.01,0.03,78.15767226067297,4.550960314192896,22.2952668607706,13.758308534276065,3,0.024874588485811616
0.03,0.01,0.1,0.03,0.03,77.86538804987835,3.443093460269336,22.235571264944163,13.430248215472519,3,0.02471754281707697
0.03,0.01,0.1,0.1,0.03,77.57408477986824,3265.5301611842297,148.4106788580546,139.484210371696,4,0.024505392198413162
0.03,0.01,0.1,0.3,0.03,77.27309479104585,6.154840042469782,22.66199634814717,13.904853033503954,3,0.025082575482630334
0.03,0.01,0.3,0.01,0.03,77.06353594501068,10.790897130995013,27.337487118218387,18.70174401882855,3,0.025161799816419805
0.03,0.01,0.3,0.03,0.03,76.82200892012806,6.128541116325508,22.585344249432417,13.66766048556957,3,0.025272564642485798
0.03,0.01,0.3,0.1,0.03,76.55161751326646,11.4234724110832,30.406913195635912,21.85201663732191,3,0.025326469615812877
0.03,0.01,0.3,0.3,0.03,76.25795761796255,4.262754390262811,21.30338675728776,12.694256809865758,3,0.025577158941315542
0.03,0.03,0.01,0.01,0.03,76.12010337247874,4.850926411405639,22.484337758824502,13.967407296987174,3,0.02569893516407888
0.03,0.03,0.01,0.03,0.03,75.96663524910782,7.468612320726925,25.486806254669954,16.803714190654922,3,0.025223393928223273
0.03,0.03,0.01,0.1,0.03,75.81456841668408,27.346503223885566,35.14957037739079,25.773831837408522,3,0.025967180932812188
0.03,0.03,0.01,0.3,0.03,75.6047550665172,3.9566191674085216,22.00704861393574,13.666761954314964,3,0.026334160315123756
0.03,0.03,0.03,0.01,0.03,75.49376586205375,3173.56748660695,144.63691996121307,136.16559230902737,4,0.025758911193970783
0.03,0.03,0.03,0.03,0.03,75.38173413920944,9.43319968068024,25.115471913910337,16.826229327891067,3,0.02590702972124577
0.03,0.03,0.03,0.1,0.03,75.24784659276185,3.7697584641559003,22.36643181181695,14.04935347046368,3,0.026704185901568048
0.03,0.03,0.03,0.3,0.03,75.03981598386187,18.566626863657948,30.393441451275567,21.641785377363092,3,0.02680641817249456
0.03,0.03,0.1,0.01,0.03,74.9502665894161,3.9050042581120774,22.10798040334096,14.029336058280341,3,0.026852739398169387
0.03,0.03,0.1,0.03,0.03,74.84514264365811,7.184829191555501,25.114978309179374,16.6742151708498,3,0.02689433030650168
0.03,0.03,0.1,0.1,0.03,74.72546200813385,5.598382581063144,23.810410222824018,15.186410001314021,3,0.026649975920528438
0.03,0.03,0.1,0.3,0.03,74.54853547338415,18.35878118636765,30.087682171099548,21.659028712931434,3,0.026995061237886656
0.03,0.03,0.3,0.01,0.03,74.51306679827317,9.55213926700641,27.13477963353433,18.593176166836695,3,0.026830656143521384
0.03,0.03,0.3,0.03,0.03,74.473423127965,5.4637269201307035,22.6838707374666,13.95358298026209,3,0.02673813864053498
0.03,0.03,0.3,0.1,0.03,74.40674734590262,4.7862655114217985,23.00533509466083,14.231576019007557,3,0.026901993655121456
0.03,0.03,0.3,0.3,0.03,74.27535542402909,9.961121198530954,26.637414767728462,17.837054859548434,3,0.026819200027501724
0.03,0.1,0.01,0.01,0.03,74.82944428135454,4.63138272663559,21.882972992492146,13.0327882374529,3,0.02662719263723369
0.03,0.1,0.01,0.03,0.03,75.3522137756742,5.738903683344995,23.19566942087128,14.31219906624854,3,0.026649047376433074
0.03,0.1,0.01,0.1,0.03,75.85376120163578,8.239444143937586,25.290828561256845,16.336054022857915,3,0.026141997298477604
0.03,0.1,0.01,0.3,0.03,76.11778036599503,4.770983260746227,22.579449786213022,13.86372992376183,3,0.0260346508755199
0.03,0.1,0.03,0.01,0.03,76.65638556201438,8.045643275173852,24.9410841157567,16.280064062474818,3,0.025855811169371454
0.03,0.1,0.03,0.03,0.03,77.16735377869571,10.158814452095823,26.891300462043684,18.69167050152558,3,0.02574498387869774
0.03,0.1,0.03,0.1,0.03,77.65038852841985,3.8453108909782148,22.755640789650442,13.894232044087882,3,0.02569522406643719
0.03,0.1,0.03,0.3,0.03,77.96987604782201,7.033594338929703,24.523852809963735,16.015133658055536,3,0.025307513884119837
0.03,0.1,0.1,0.01,0.03,78.5903635597854,9.510425079824891,26.917749706191323,17.999213642636988,3,0.025174627750904913
0.03,0.1,0.1,0.03,0.03,79.19609772345338,7.180482004718851,25.210823072502983,36.71100697036167,4,0.024620603809487742
0.03,0.1,0.1,0.1,0.03,79.73780160233684,9.916072715943665,26.853712866867646,18.215956407504912,3,0.024746054805050863
0.03,0.1,0.1,0.3,0.03,80.06997571575478,6.04558428251289,22.084935323720455,13.365308666433783,3,0.024438237975886373
0.03,0.1,0.3,0.01,0.03,80.80438115640948,8.301593329511128,27.221852404895525,18.647779481647582,3,0.0243158074232942
0.03,0.1,0.3,0.03,0.03,81.50305122301789,4.630573859565625,21.169503165680823,12.903146068095857,3,0.023554103160275897
0.03,0.1,0.3,0.1,0.03,82.14368775350745,3170.7234378070007,143.6328914648552,135.2515189494253,4,0.023458702388129582
0.03,0.1,0.3,0.3,0.03,82.56267084786944,4.578810934515526,22.02989822848638,13.762885225495332,3,0.023665467537857574
0.03,0.3,0.01,0.01,0.03,85.2413669463114,5.786909099697984,24.1394571370852,15.57061680342553,3,0.022544957612876157
0.03,0.3,0.01,0.03,0.03,87.9271977055258,7.448719711756222,24.30464225981983,15.510791605195053,3,0.021623076700324054
0.03,0.3,0.01,0.1,0.03,90.3297142312479,3.8006618528989766,20.562339199209944,12.242774957801089,3,0.020539650179843508
0.03,0.3,0.01,0.3,0.03,92.12953762963781,5.372567139094474,22.664169182348697,13.93780544546239,3,0.02040897668247349
0.03,0.3,0.03,0.01,0.03,94.8695900241473,4.917583537889557,21.76050410594611,13.153765304966065,3,0.019781703050582064
0.03,0.3,0.03,0.03,0.03,97.36221518938187,3.7163843888464365,21.85292571836549,13.40659137809935,3,0.018725333672193742
0.03,0.3,0.03,0.1,0.03,99.5800131688647,13.05358615810687,27.91182054188156,19.314831319330114,3,0.01844807973006736
0.03,0.3,0.03,0.3,0.03,101.06652218650181,4.004030327622363,21.687580154818683,13.427683859082144,3,0.017934877392250456
0.03,0.3,0.1,0.01,0.03,103.45459676849482,6.580670937252222,24.20402835790384,15.784796783685085,3,0.017522912290619586
0.03,0.3,0.1,0.03,0.03,105.68475451871947,14.294091952649488,30.12695386990261,21.315809413630475,3,0.01698546788117873
0.03,0.3,0.1,0.1,0.03,107.73290804205317,5.632815138584451,24.515875293299842,15.913038050296846,3,0.016534115447586664
0.03,0.3,0.1,0.3,0.03,109.30671007543187,3.619723438480765,22.02462854293119,13.19351835578398,3,0.016153169855403632
0.03,0.3,0.3,0.01,0.03,112.00954667464124,3.781593431102722,21.88689553162344,13.180563564105311,3,0.015724020432635197
0.03,0.3,0.3,0.03,0.03,114.82715380702996,8.259451942618355,25.271511207439854,16.341747842913207,3,0.015019000621398021
0.03,0.3,0.3,0.1,0.03,117.37892447377833,5.7821859869417,23.367940198501753,14.276104481586469,3,0.014628049794280798
0.03,0.3,0.3,0.3,0.03,118.91295700094172,4.22653765342159,22.196846195989547,12.94770077540898,3,0.014225886520671915
0.1,0.01,0.01,0.01,0.03,117.62306015703136,3.975021061964764,22.03318733252257,13.056545493618863,3,0.014431473344637263
0.1,0.01,0.01,0.03,0.03,116.36125684811755,2.5810030196556597,20.565745265016677,11.886373720300499,3,0.01473825495241654
0.1,0.01,0.01,0.1,0.03,115.11861976850086,2.9756744406454136,20.85765760838082,12.123562489690254,3,0.014510470877209136
0.1,0.01,0.01,0.3,0.03,113.80588478414919,4.652600431702151,23.227281841656474,14.708745245087165,3,0.01509513357964018
0.1,0.01,0.03,0.01,0.03,112.38800311966514,4.280140983754358,22.910628099842153,14.078421739234516,3,0.015329888111656087
0.1,0.01,0.03,0.03,0.03,110.94506921782931,6.419422680759568,25.38403705005628,16.2511995856118,3,0.01566570008357719
0.1,0.01,0.03,0.1,0.03,109.589176311256,6.949979916833357,25.34236484136451,16.21139747615778,3,0.01595637386222047
0.1,0.01,0.03,0.3,0.03,108.19573894762745,5.883190713973453,23.49840430556277,14.65523361409696,3,0.016413406904729907
0.1,0.01,0.1,0.01,0.03,106.96345733667299,4.57638591752133,24.28553196619198,15.19360158518703,3,0.01657118161349236
0.1,0.01,0.1,0.03,0.03,105.87503683868157,2.6715705383591235,21.34246972868529,12.292702217897196,3,0.016610785846656005
0.1,0.01,0.1,0.1,0.03,104.6134079478709,5.738382608905298,22.909960936122634,13.958520061058861,3,0.017183748609646818
0.1,0.01,0.1,0.3,0.03,103.38709622982387,2.4774209355546706,21.199631378645936,12.449854461136818,3,0.01709979254784777
0.1,0.01,0.3,0.01,0.03,102.2879521539988,4.127916122010212,24.302199711488683,15.617271832540201,3,0.017594293644087586
0.1,0.01,0.3,0.03,0.03,101.2825130984398,4.7372555031755885,24.751506208060466,15.954424709615987,3,0.017876829331568422
0.1,0.01,0.3,0.1,0.03,100.24953517266664,3.0694429605448303,23.0428595529602,14.412429239341733,3,0.01823708095812926
0.1,0.01,0.3,0.3,0.03,99.27587858171263,3.828615755229566,22.980691803332466,13.725658987063472,3,0.018391944786865608
0.1,0.03,0.01,0.01,0.03,98.28624890279197,5.2502808709395365,24.190998069628854,15.736834175524523,3,0.01882047933334119
0.1,0.03,0.01,0.03,0.03,97.25361397462464,6.237866587343235,25.392575750838756,16.918495782592636,3,0.019177914641303626
0.1,0.03,0.01,0.1,0.03,96.13859689035253,9.481869055889392,26.99730442265316,18.56103921786876,3,0.019565742109661208
0.1,0.03,0.01,0.3,0.03,94.99256615987166,4.8083138373511725,22.381217283185403,13.518171016190433,3,0.019756580217016873
0.1,0.03,0.03,0.01,0.03,93.9212070131117,7.3138771116350005,24.03306002846769,15.283350413128986,3,0.02014347360784713
0.1,0.03,0.03,0.03,0.03,92.71248553824995,8.474095829244137,25.985723890937773,23.11244861355105,4,0.020121736706509193
0.1,0.03,0.03,0.1,0.03,91.40275886281275,7.673785838450683,24.567667941013642,15.782431593235241,3,0.02093517306782683
0.1,0.03,0.03,0.3,0.03,90.13444141196742,6.540599617931486,24.156289462446026,16.085534848361316,3,0.021294404164338823
0.1,0.03,0.1,0.01,0.03,88.90857586752918,5.505901747081083,22.910331648038888,15.033366645260347,3,0.0215674478656305
0.1,0.03,0.1,0.03,0.03,87.8277690928227,7.342632467059636,23.52920774029662,15.44034987440027,3,0.022011287154174317
0.1,0.03,0.1,0.1,0.03,86.80936833782955,7.156984558220438,23.789480090558882,15.307127667651862,3,0.022446095772675576
0.1,0.03,0.1,0.3,0.03,85.72448596926242,5.297853695124065,22.49222403660634,14.162255818849118,3,0.022642589883866318
0.1,0.03,0.3,0.01,0.03,84.90561291161738,6.324760473467999,22.102033409001752,28.69090796446848,4,0.02278043073017214
0.1,0.03,0.3,0.03,0.03,84.12677450106273,51.743600318802606,39.09348968647301,30.598100633067865,4,0.023445834669045984
0.1,0.03,0.3,0.1,0.03,83.27088033622542,30.674952096337005,33.313711194591484,24.669052038010555,4,0.023723039880217584
0.1,0.03,0.3,0.3,0.03,82.43691264511182,8.399681000069284,22.446662822481855,26.852783271208303,4,0.0236884963748899
0.1,0.1,0.01,0.01,0.03,82.0448391842816,6.800146190826494,22.227970144983345,14.176799949997399,3,0.024185116592391406
0.1,0.1,0.01,0.03,0.03,81.61907461202341,9.676306502162685,24.285995138944354,16.09869289792148,3,0.024174224629774116
0.1,0.1,0.01,0.1,0.03,81.0994137518493,7.655277980467337,24.339379462009052,24.95639264094078,4,0.023993047305105868
0.1,0.1,0.01,0.3,0.03,80.38624191869845,6.3543590229264275,22.819337766137988,13.975070217957457,3,0.02482003578148871
0.1,0.1,0.03,0.01,0.03,79.94326488724873,10.161680119300405,27.03897245443613,18.637911204329377,4,0.025081197807268446
0.1,0.1,0.03,0.03,0.03,79.49728985940285,9.05034830993945,26.391696324220657,17.4470524363932,3,0.025047256399742215
0.1,0.1,0.03,0.1,0.03,78.99600703675792,9.975100248578356,26.864018369213344,18.631600824932377,4,0.02543196747089558
0.1,0.1,0.03,0.3,0.03,78.28748767669093,12.465243575386951,27.909763354460388,19.584490653982094,4,0.02568949026311032
0.1,0.1,0.1,0.01,0.03,77.93987077498826,7.790597406440083,25.081938310181254,16.902762005522096,4,0.026206909956812015
0.1,0.1,0.1,0.03,0.03,77.5600780541735,11.397164688694478,26.555861591857905,19.71674636382137,4,0.0265664711622461
0.1,0.1,0.1,0.1,0.03,77.11741116669258,9.96074408016677,26.037439985619702,17.775737821751804,4,0.026884264185350504
0.1,0.1,0.1,0.3,0.03,76.45171332381373,10.258543891889126,27.77575431979393,19.578675255210115,4,0.027575991011417098
0.1,0.1,0.3,0.01,0.03,76.26594121700725,40.987003691669095,37.960990387182214,28.903945850333617,4,0.027926333500885928
0.1,0.1,0.3,0.03,0.03,76.06320331377327,6.022414948308728,21.76548868709777,12.60310789246286,3,0.028206915457032827
0.1,0.1,0.3,0.1,0.03,75.79834875613533,7.678019939600866,24.838569001442693,15.890597237879394,3,0.027517376084093992
