h_values,a_values,c_values,global_node_eccentricity,local_node_eccentricity,community_eccentricity,community_size
0.10278468455902955,0.24003661119323483,0.16132390250186568,0.2822627755227445,0.2825453208435881,0.8719988711959673,478
0.16773960841952523,0.14054984594280137,0.10720026112233152,0.5813141118753987,0.581896007883282,0.8683258269259276,489
0.17761133001326587,0.15776575374881457,0.14343757328592424,0.30700695702281067,0.3073142712941048,0.8719988711959673,478
0.16980585850890878,0.13146659567132984,0.08667528607876404,0.9314574204979538,0.9323898103082621,0.8683258269259276,489
0.18038464946063693,0.15525012278951353,0.1943258537895905,0.08476671964411811,0.08485157121533346,0.8719988711959673,478
0.08274473658128158,0.15209150946232078,0.09446908915319296,1.6955421803361388,1.6972394197558947,0.8683258269259276,489
0.25897628817061674,0.13679473157938427,0.12417956831494222,0.3381719777971933,0.3385104882854788,0.8719988711959673,478
0.0895179590080966,0.15353134251933337,0.11808786283914256,0.33439104443050527,0.334725770200706,0.8719988711959673,478
0.1591995521152493,0.21662849218368413,0.241590446586039,1.151790099125609,1.1529430421677767,0.23623845257897857,33
0.19551203158744657,0.20581515585121538,0.1949458790989049,1.129124413429118,1.1302546680972152,0.8683258269259276,489
0.03800855817955713,0.07604540187917895,0.08498852150969041,1.3879328041538546,1.3893221262801347,0.8719988711959673,478
0.15716577075814064,0.10053242047793422,0.09735744538030383,0.5436587281734956,0.5442029311046002,0.8719988711959673,478
0.16801944021422344,0.1812529294243671,0.11677394946532021,0.2815955739205196,0.28187745137189146,0.8719988711959673,478
0.17209135356060157,0.12822938519665997,0.20236011583394703,0.7233634668241321,0.7240875543785106,0.8683258269259276,489
0.18513808129636283,0.13655636033342022,0.22950510787602635,1.7395152965582479,1.7412565531113593,0.8719988711959673,478
0.1103959136108125,0.15205782409312366,0.056663983974693105,0.9678619360660896,0.9688307668329226,0.8719988711959673,478
0.2284521785340044,0.1506088778230221,0.15462795756762565,0.036711030076003404,0.036747777853857244,0.8719988711959673,478
0.12633061252290018,0.07620862285187481,0.16797259102738749,0.2765755933193093,0.2768524457650744,0.8719988711959673,478
0.11875320303644907,0.10262726313614612,0.07042190906115291,0.10240243377528188,0.10250493871399587,0.8719988711959673,478
