h_values,a_values,c_values,global_node_eccentricity,within_community_eccentricity,community_eccentricity,community_size
0.0822174696034114,0.23973234990768247,0.06499556760873287,0.6402377743869536,1.1633997577625323,1.803637532149486,308
0.23838963230189403,0.046350200524733945,0.27411902228842133,1.8952229872046233,0.0915854550551376,1.803637532149486,308
0.06694973610262293,0.22470838103964572,0.29347694698642757,0.13495596188360034,0.10722787998287725,0.027728081900723095,367
0.11071898535887585,0.12073233042974192,0.04892603825120591,0.26780919393544333,1.5358283382140425,1.803637532149486,308
0.2584180548613537,0.1888019039722172,0.02177568442530659,0.12740849483529418,1.8053905066644538,1.6779820118291595,325
0.1461788547424859,0.09669934026330375,0.2138969056242112,0.7078427335255519,0.9701392783036077,1.6779820118291595,325
0.13818806664855257,0.22722211074378193,0.22328153720462848,0.5715718638109789,1.232065668338507,1.803637532149486,308
0.047129039676011404,0.06433200391016616,0.17045807454298834,0.11665740084637763,0.08892931894565453,0.027728081900723095,367
0.17383925123388644,0.2860877860103436,0.18456960284770416,0.5104710019109322,2.1884530137400917,1.6779820118291595,325
0.012264792899478665,0.10685037491932634,0.1857095079536233,0.5325192235616679,0.560247305462391,0.027728081900723095,367
0.04438251649065352,0.13174261956497782,0.21106419898595166,0.686972037854927,0.6592439559542039,0.027728081900723095,367
0.10840202683783187,0.2801288238432183,0.16255099762056308,0.12768867518945048,1.5502933366397091,1.6779820118291595,325
0.013546466750314063,0.25256293827968435,0.15030088592939583,0.728689603536008,2.532327135685494,1.803637532149486,308
0.27349651325110946,0.22167281346011902,0.11578436144769884,2.3861381355522058,0.5825006034027198,1.803637532149486,308
0.015435244874455412,0.06857139994393643,0.19236453951018154,0.29724630078785536,0.26951821888713223,0.027728081900723095,367
0.025249774895128578,0.2677286284382808,0.27137406928066793,0.1811718353783044,0.1534437534775813,0.027728081900723095,367
0.19036420384757843,0.2487160090867463,0.06481515197925186,1.4358086246779993,0.36782890747148644,1.803637532149486,308
0.16681424635699654,0.2964792188179265,0.09309999199742826,0.06357746441720893,1.6144045474119506,1.6779820118291595,325
0.19697802203550221,0.06559576685435857,0.1315440775800553,0.2821902495815493,0.30991833148227244,0.027728081900723095,367
0.19778324047413162,0.12409427271028316,0.14032582102211996,3.4363751797573774,3.4641032616581002,0.027728081900723095,367
0.2626148931224725,0.12970234881973616,0.05725494203256247,0.12974562753626995,0.10201754563554685,0.027728081900723095,367
0.014995641457955417,0.1632167624593287,0.11298028957174291,0.03849639852822506,0.010768316627501967,0.027728081900723095,367
0.2775014437648723,0.13604058440381372,0.06867603238998102,2.113967203148034,2.141695285048757,0.027728081900723095,367
0.1113795411336296,0.23000142548803718,0.1614116347420545,0.15865119611000694,1.8366332079391665,1.6779820118291595,325
0.17618679107724677,0.05152692562379425,0.21805988334784135,2.474550622208227,0.670913090058741,1.803637532149486,308
0.10521049363860523,0.07965598999504658,0.17085422184523316,3.086206229310708,3.058478147409985,0.027728081900723095,367
0.08208354234198392,0.019179916901835035,0.10191072057109822,4.0716061719920305,2.267968639842545,1.803637532149486,308
0.15565652079134992,0.28616260111135533,0.24474587616259996,0.6518537488736696,1.1517837832758162,1.803637532149486,308
0.016152514654100815,0.17559901547936504,0.2447034233335527,0.1625728627655512,0.19030094466627429,0.027728081900723095,367
0.12663887845040073,0.24991599150564273,0.031194111704099567,0.2333484918240047,2.0369860239734905,1.803637532149486,308
0.22978775655474148,0.18685630291427216,0.13749300310001256,1.5410317637376458,0.2626057684118399,1.803637532149486,308
0.020441787343818168,0.048027024323433136,0.016552478026596713,1.7523394059475046,3.430321417776664,1.6779820118291595,325
0.23722783033306064,0.17280817104780027,0.21476343881556403,4.310377528118919,2.632395516289759,1.6779820118291595,325
0.13000358647692448,0.29959621686911986,0.09032261665099148,0.1521645938661365,1.525817417963023,1.6779820118291595,325
0.06676311807580854,0.16053868432902338,0.12889568825381828,0.15344267032866754,1.5245393415004922,1.6779820118291595,325
0.19607309908104126,0.09794716003860877,0.28916058586264504,0.49647952947913576,0.5242076113798588,0.027728081900723095,367
0.1895799512917566,0.25955561333412297,0.17750090633636464,0.2791108737832637,1.5245266583662223,1.803637532149486,308
0.28173584215398956,0.2193972751581941,0.13159406593993528,1.4642109780438828,1.4364828961431595,0.027728081900723095,367
0.22419456255231213,0.053872474786506086,0.17287191264366478,2.9780963415254993,1.3001143296963398,1.6779820118291595,325
