h_values,a_values,c_values,node_eccentricity,community_opinion_eccentricity,community_size
0.03,0.3,0.03,1.2278390584506103,0.47317105921220787,470
0.1,0.3,0.01,0.632041646128691,0.47317105921220787,470
0.1,0.03,0.03,0.5390554430927523,0.4467088170280739,503
0.03,0.3,0.03,1.3645587077628563,0.47317105921220787,470
0.3,0.3,0.03,0.07404340354650908,0.4467088170280739,503
0.3,0.3,0.03,0.010591180016231671,0.4467088170280739,503
0.1,0.03,0.1,0.22993149159274257,0.4467088170280739,503
0.01,0.3,0.3,1.5737809565415288,0.47317105921220787,470
0.03,0.3,0.3,0.7571188280644172,0.4467088170280739,503
0.03,0.3,0.1,1.0745328096888167,0.4467088170280739,503
0.03,0.3,0.01,0.2697546115158976,0.47317105921220787,470
0.1,0.01,0.03,0.7878596275318214,0.47317105921220787,470
0.1,0.03,0.1,0.5468916247406973,0.47317105921220787,470
0.3,0.3,0.03,1.2310053535588579,0.4467088170280739,503
0.01,0.1,0.3,0.37508987857181764,0.47317105921220787,470
0.3,0.3,0.03,0.15670341975171728,0.4467088170280739,503
0.3,0.3,0.3,0.3672948505481428,0.4467088170280739,503
0.1,0.1,0.3,0.20082886351058282,0.4467088170280739,503
0.03,0.03,0.3,0.6607581207987211,0.47317105921220787,470
0.03,0.01,0.03,1.0684174698944378,0.4467088170280739,503
0.3,0.3,0.03,0.5766045768229205,0.4467088170280739,503
0.01,0.3,0.03,0.27478736868261777,0.4467088170280739,503
0.3,0.03,0.03,0.9497098064420875,0.47317105921220787,470
0.01,0.3,0.3,0.23815670541286166,0.47317105921220787,470
0.01,0.3,0.01,0.48477019657034703,0.47317105921220787,470
0.03,0.1,0.01,1.0403565509840742,0.4467088170280739,503
0.3,0.01,0.03,0.44917230805425956,0.08533841242160783,27
0.03,0.03,0.1,0.5723489451223679,0.47317105921220787,470
0.01,0.01,0.01,0.005332018940106795,0.4467088170280739,503
0.3,0.01,0.03,0.9724710198603416,0.47317105921220787,470
0.01,0.01,0.01,0.6268438961311114,0.47317105921220787,470
0.1,0.3,0.01,0.6959286227917578,0.4467088170280739,503
0.01,0.03,0.01,0.5155503873632026,0.4467088170280739,503
0.01,0.03,0.3,0.12215574779521188,0.47317105921220787,470
0.01,0.3,0.1,0.25237055981355516,0.47317105921220787,470
0.1,0.1,0.3,0.32153013632180294,0.47317105921220787,470
0.01,0.1,0.01,1.9054479929068684,0.4467088170280739,503
0.01,0.1,0.1,1.2500753274231584,0.4467088170280739,503
0.01,0.1,0.3,0.6671446000625689,0.4467088170280739,503
0.03,0.3,0.3,0.26515607630599564,0.47317105921220787,470
0.01,0.01,0.01,0.763516618925677,0.4467088170280739,503
0.03,0.1,0.1,0.01929694499660862,0.47317105921220787,470
0.3,0.3,0.01,1.3450429748194055,0.47317105921220787,470
0.3,0.3,0.3,0.5991254981834188,0.47317105921220787,470
0.01,0.03,0.3,0.41893528899630866,0.4467088170280739,503
0.03,0.03,0.1,0.2905535679443576,0.47317105921220787,470
0.01,0.01,0.03,1.258255034374401,0.47317105921220787,470
0.01,0.3,0.03,0.7908185592797141,0.47317105921220787,470
0.1,0.01,0.3,0.03188298787643139,0.4467088170280739,503
0.1,0.3,0.03,0.25987175482638863,0.4467088170280739,503
0.03,0.01,0.1,0.8772676850798159,0.47317105921220787,470
0.3,0.01,0.3,0.8180725736855176,0.47317105921220787,470
0.01,0.3,0.1,0.8617282669370426,0.47317105921220787,470
