aa,hh,cc,ah,ha,ac,ca,ch,hc
-0.0059032381157907085,-0.0010426328270180965,0.0027550636194590564,-0.004597404949082255,-0.009889352524190738,0.003874057685496075,0.00031407254854393346,-0.0033914776164356833,-0.00540986807920236
-0.0004340912358097628,-0.00032919016221025156,5.070186393711063e-05,0.00047147728600620097,0.0012543455087619952,0.00048569939109378976,0.0005432642405866191,0.0007495505288651938,0.0005188529999620973
-0.0011724357475853286,-0.0007948775303560742,-0.0010685607723324715,-8.994240492115128e-05,-8.622204333518238e-05,0.0002422512382538244,0.00015702499862579875,0.00011087968677066746,-8.451479868441581e-06
-0.004727160877926333,-0.015002136617693633,0.006478121652385076,-0.007867786801451363,0.004990995794829015,0.004818639454565529,-0.0042552285949718615,-0.012162198911406298,-0.00575793734475306
-0.0018724091817607746,-0.0017095045677524377,-0.0003475331773680759,0.00018166388458419426,0.00013655142353601946,0.0007247352051429018,-0.0005847226399658988,0.0003489370156748039,1.870908164861225e-05
-0.002064969611960178,-0.0004088959731247276,-0.003300541309681702,0.0008243945560938984,0.0030976202514935098,-0.0014604109595197368,-0.005386213439885651,-0.0033271745412459344,0.004143042884026128
-0.007961266711753137,0.005845197922675946,-0.00150091019313077,-0.011055406043517938,-0.004481082757366814,-0.004355191990530046,0.0014332612509051462,-0.007287562837081598,0.005865467541397978
-0.0017921109755245869,-0.0008655480047474468,-9.157809245944019e-05,0.0003286992117071973,0.0018343895701778063,0.00035295395876244593,0.000549528979331997,0.001457809506209749,-0.0008243558724004551
0.0013031689609451895,-0.002140895725108424,-0.0009792354516144739,-0.0012212362918478012,-0.000548636034213426,0.0004279612894531097,0.00014148736199585886,-0.002146831593338156,0.0028227306377189435
-0.0033695819444222773,0.008181924531795818,-0.0035753755070111067,0.01172592737611555,0.005073271882729924,-0.001772465982450409,0.007584980302711898,7.587463601567831e-05,-0.003574093887795361
-0.0006852168768525147,-0.000617465899447291,-0.0013315143828616955,0.0003213492411095293,0.0014107522490459019,0.00018534317732920146,0.00028392940257365853,0.0005724967390757495,0.0006586687587564806
0.015108308069804836,0.011454474334281282,-0.01111726066835084,-0.001253188091934049,-0.004426027219050276,0.007604209609242093,0.006465581644939722,0.002783060536413089,0.009628251351528207
-0.0011997170406011632,-0.0002523473389475857,-0.0010694039292845879,0.0009640792119299795,0.0008978055221041774,0.00012342074979281674,8.483957170452425e-05,-5.789482321315597e-05,0.00010595874250269883
-0.0017235568151832644,0.0012645550263156377,-0.0006475811198499515,-0.00024161857003272174,-0.00010644381873205804,0.0010127548578519525,-0.0014142622217162397,-0.0015937862944397706,-0.00022338491677844496
0.007129519926151729,0.0052358993291610895,-0.004458041113141138,0.0012110927313826476,-0.008564386514958236,-0.005108467401929317,-0.005831428063707491,-0.0005249356597873173,0.0021419170436824397
0.0015059463792695292,0.0009250941959867942,0.009634446600357116,-0.007797349784485849,-0.0004653040196180938,-0.0011047175848912536,0.005976251271672617,-0.006544434226781126,-0.002327696940923833
0.008260128878987773,-0.0031928573789718052,-0.011204214807779262,-0.004161159975959363,-0.011488261122012506,-0.007917415284769415,0.0023470328651060196,-0.005017809503323815,-0.0050159808011478995
-0.0025834054405220663,0.0027042537606509825,-0.005304793892004653,0.00333468539540158,-0.0014794182214840875,0.012041909440508976,0.008262476071557903,0.00026215650208918044,-0.0035143107873267885
0.004134148091663488,0.006609784927880081,-0.01050079001458275,-0.012321758850330313,0.0034396764700397493,-0.00958044803505105,-0.003290480633331078,0.004703578717335084,-0.008697703529496848
-0.0032246783984070443,0.007051268681898857,-0.0054675774112572986,-0.01148788615792867,-0.0007788977125900261,0.004677353708804382,0.00522668604799539,0.0012184663363320567,-0.002919464449953259
-0.018375714242794147,0.002740537399336587,-0.00589839997948946,0.004085348490460436,0.003277466650598619,-0.00485503691115377,0.0006846432849715535,-0.009794297118248656,-0.006843509505236185
-0.0010505218559206104,-0.0007538596259964002,-0.00088685353979574,0.00029478155466533936,0.0010123216937389958,0.0005493892894552339,0.0001569645774721398,-0.0007397900374850172,-0.0001890509476168543
-0.0068824387150723575,-0.024043346653809982,0.0002721695922314727,0.016447283034562377,-0.009981918171698986,-0.01087503685617451,-0.004093257943620612,-0.02778759843599958,-0.002583715389908496
-0.001280229086627238,-0.0012756697498401955,-0.0008290211122873446,-0.00014655863012793134,-8.630052561885796e-05,-0.00013491878552975624,-0.000207808830734572,-0.00011984377431131538,-9.795052675920767e-05
-0.000658242142509333,0.00021550489885735784,-0.0013745311579098952,-0.00011871044008663646,-0.0002648674596895562,0.000530295933103044,0.0002533325074454837,0.0004734467312853976,-0.000275963778625529
-0.008741352493208367,-0.005701216871126261,0.0008269004788547126,0.009144414482927639,0.011785561728209286,0.003934076966131488,-0.006829928103755449,0.0023562316210613598,0.004611942618411245
-0.0012404489471662624,-0.00010327332631971406,-0.0009103228830202833,-0.000875393976197765,-1.7411328499147104e-05,-0.00019445176664524547,-0.00028048161303328685,0.00017493240456499228,-8.611099728795896e-05
0.00012967184285350488,-0.00014839020913199485,0.0008432212598894278,0.018073365133427374,0.004109160128672444,0.00237312270104611,0.005383289994697859,-0.004022403716804421,-0.0043179812706327
0.010364517245494455,0.00997962452600224,0.015640835568508923,0.003908097144171741,0.007554331898557789,0.001000551803151243,-0.0017637614929680043,0.0005155402617045266,0.004544680837138208
-0.001030379982846857,-0.0004718429166067054,-0.0008352182689605823,-7.482921920011925e-05,-0.00023370427724963644,0.0003355338769563804,0.00015596711680642005,-0.0006210474246868667,-0.0002800422186214104
