h,a,c,theta_h,theta_a,average edge weight,std. of average comm. states,range of average comm. states,number of communities,modularity
0.03,0.03,0.1,0.1,0.03,0.2483631760522509,0.454795403346364,1.020954707858102,3,0.16301280751007036
0.03,0.03,0.1,0.1,0.1,0.17769156658968452,0.564237242004066,1.1979532490567741,3,0.18051166398399296
0.03,0.03,0.1,0.1,0.3,0.018875136596652152,1.2749940223314544,3.5754293962100485,4,0.371284527022118
0.03,0.03,0.1,0.3,0.01,0.6958071279047826,0.2596166142081181,0.6354411918695367,3,0.10339457250972259
0.03,0.03,0.1,0.3,0.03,0.6480590696498841,0.11674879667314816,0.24902256747442258,3,0.114352363881459
0.03,0.03,0.1,0.3,0.1,0.4939848017032992,0.43012779707339066,0.9221777987874564,3,0.11829947125902479
0.03,0.03,0.1,0.3,0.3,0.13999839158492428,0.5982435452513789,1.675845520469307,4,0.19235835524424166
0.03,0.1,0.1,0.01,0.01,3.8792067803519656,0.1379637135743644,0.3324443251776312,3,0.013054113062456532
0.03,0.1,0.1,0.01,0.03,3.4678270687735657,0.12059231648692577,0.2950066934860116,3,0.015839582452102707
0.03,0.1,0.1,0.01,0.1,2.881897495903858,0.12497663944129772,0.3061272815731061,3,0.018144141596372787
0.03,0.1,0.1,0.01,0.3,1.178334811419347,0.319621991269669,0.6787391880627972,3,0.03832701111718133
0.03,0.1,0.1,0.03,0.01,3.726760122541298,0.24148916623085973,0.5752859005618981,3,0.010807488326980697
0.03,0.1,0.1,0.03,0.03,3.6653200287088734,0.22913060281758468,0.5318408324592535,3,0.013604003288001744
0.03,0.1,0.1,0.03,0.1,2.8827608440463464,0.11778663413120302,0.2872798641074932,3,0.017417442913214023
0.03,0.1,0.1,0.03,0.3,1.356598458434185,0.2848305769526996,0.6634812876269565,3,0.04333133071312473
0.03,0.1,0.1,0.1,0.01,4.112329600304253,0.0257221730956457,0.0514443461912914,2,0.011489472805647133
0.03,0.1,0.1,0.1,0.03,3.7303274762004275,0.2108948061100766,0.5059292337966054,3,0.013118403252684444
0.03,0.1,0.1,0.1,0.1,3.3389709137427834,0.10922648132018102,0.25101019985861617,3,0.016154665612095304
0.03,0.1,0.1,0.1,0.3,1.3659086867774364,0.26494971741346324,0.6486628512338737,3,0.03392639953010003
0.03,0.1,0.1,0.3,0.01,4.628588350901939,0.015970644869385597,0.031941289738771195,2,0.01145716597149693
0.03,0.1,0.1,0.3,0.03,4.495849068175732,0.0308836743963754,0.0617673487927508,2,0.013295386572416301
0.03,0.1,0.1,0.3,0.1,3.653217167225718,0.22932720927874375,0.5617346249435174,3,0.011803343282912389
0.03,0.1,0.1,0.3,0.3,1.8955817329908644,0.18602281989833652,0.4555140848205898,3,0.028641603934975952
0.03,0.3,0.1,0.01,0.01,15.416215676077867,0.10609826866456065,0.2121965373291213,2,0.0005663344801207226
0.03,0.3,0.1,0.01,0.03,14.5306430561348,0.0,0.0,1,1.1102230246251565e-15
0.03,0.3,0.1,0.01,0.1,12.02236627407985,0.0,0.0,1,2.886579864025407e-15
0.03,0.3,0.1,0.01,0.3,6.3505461473540405,0.12446005505253425,0.2489201101050685,2,0.005223625952525512
0.03,0.3,0.1,0.03,0.01,15.68930644802104,0.06135027783154365,0.1227005556630873,2,0.0002007499565692128
0.03,0.3,0.1,0.03,0.03,14.579637693564145,0.0,0.0,1,-5.551115123125783e-16
0.03,0.3,0.1,0.03,0.1,12.529280129917622,0.21773745725175875,0.4354749145035175,2,0.0026413791042896317
0.03,0.3,0.1,0.03,0.3,6.492276555885861,0.3580379504278408,0.7160759008556817,2,0.007045604979367681
0.03,0.3,0.1,0.1,0.01,15.769126995769458,0.006638969238403597,0.013277938476807194,2,0.00102523825854689
0.03,0.3,0.1,0.1,0.03,14.929499206318182,0.0903177620584183,0.1806355241168366,2,0.0003335395667234953
0.03,0.3,0.1,0.1,0.1,12.684004214592752,0.21236006238422325,0.4247201247684465,2,0.0015213330888721455
0.03,0.3,0.1,0.1,0.3,6.836941954408244,0.04945917994895632,0.09891835989791266,2,0.005843252959985501
0.03,0.3,0.1,0.3,0.01,15.470400468522461,0.2582439154049959,0.5164878308099917,2,0.00044573290194618864
0.03,0.3,0.1,0.3,0.03,14.62265281604497,0.013579335153303292,0.027158670306606583,2,0.00032758675543098636
0.03,0.3,0.1,0.3,0.1,13.308141846354825,0.1760182033460267,0.3520364066920534,2,0.0005154238045670112
0.03,0.3,0.1,0.3,0.3,7.534420846006492,0.0997954024717076,0.1995908049434152,2,0.004539354365682674
0.1,0.01,0.1,0.01,0.01,1.4147910947993243e-07,3.2747396309339813,15.721704795780933,83,0.8544243886872861
0.1,0.01,0.1,0.01,0.03,1.049238997712729e-07,2.866279766739435,13.098731502318985,84,0.9015909041616861
0.1,0.01,0.1,0.01,0.1,1.703043636692679e-07,3.0726653939658464,15.652311822845217,76,0.9192852877621621
0.1,0.01,0.1,0.01,0.3,6.860605406127275e-08,3.0769013695299074,16.715726526548224,87,0.8836179299853305
0.1,0.01,0.1,0.03,0.01,1.81617808422386e-06,3.3719444371767877,14.090916575302096,53,0.9241075090488586
0.1,0.01,0.1,0.03,0.03,9.139692367972061e-07,3.818581527115435,15.078882819767289,63,0.9209302622438985
0.1,0.01,0.1,0.03,0.1,7.79854532221046e-07,3.6108713106113224,15.506617963872928,63,0.8852379408007583
0.1,0.01,0.1,0.03,0.3,4.892337410444641e-07,3.19591732826769,15.803639206050693,71,0.900560968322767
0.1,0.01,0.1,0.1,0.01,4.95010286256177e-05,4.402835050114684,16.305145334341734,21,0.8093575653575198
0.1,0.01,0.1,0.1,0.03,4.3844373816461335e-05,3.1624936679742306,10.950164757619248,19,0.8547925848669458
0.1,0.01,0.1,0.1,0.1,3.782483177617175e-05,3.7250966942929438,16.687792544586582,25,0.852113761519523
0.1,0.01,0.1,0.1,0.3,1.403558578186022e-05,4.171069694832705,17.59572279277401,31,0.9046933566073051
0.1,0.01,0.1,0.3,0.01,0.004283600013214608,3.379862670859804,11.134808642231498,9,0.7020569674413129
0.1,0.01,0.1,0.3,0.03,0.004523144436548483,3.9102129672897723,13.419774970192325,10,0.6790374261808235
0.1,0.01,0.1,0.3,0.1,0.0042311428123679735,4.106789451825846,13.629836634675666,10,0.671062678559488
0.1,0.01,0.1,0.3,0.3,0.0025840399640555153,4.7981840828337186,17.075683113328232,12,0.6985615904425235
0.1,0.03,0.1,0.01,0.01,1.5501869949236204e-06,3.361755006247798,16.67136022611871,66,0.8132060063478102
0.1,0.03,0.1,0.01,0.03,8.728361544057085e-07,3.195275835736627,14.758510294336965,72,0.7599154927070643
0.1,0.03,0.1,0.01,0.1,2.3346098207118236e-07,3.2845022590263686,17.923528934902855,85,0.7024189009161758
0.1,0.03,0.1,0.01,0.3,4.433404942269945e-08,2.8916779339891003,13.445919776196533,88,0.8182981113323138
0.1,0.03,0.1,0.03,0.01,3.3549402992709015e-06,3.732580612800809,14.479043569199884,51,0.898761110376255
0.1,0.03,0.1,0.03,0.03,3.5435948113313256e-06,3.7573809879870987,14.037694616704604,51,0.8414467126431356
0.1,0.03,0.1,0.03,0.1,1.0060622862182363e-06,3.2715907647641584,14.658935532384927,65,0.9127085438532945
0.1,0.03,0.1,0.03,0.3,4.5609268434364804e-07,3.2314499553051834,15.02071179412251,75,0.9130621659877547
0.1,0.03,0.1,0.1,0.01,8.577462410283828e-05,3.7888124559956062,13.276352275386966,19,0.8488566638777965
0.1,0.03,0.1,0.1,0.03,6.153183449339972e-05,3.8824512697199416,12.429281247084276,19,0.8810639174340962
0.1,0.03,0.1,0.1,0.1,3.35748485823942e-05,4.09907524272811,14.677402970516576,19,0.8717536857927565
0.1,0.03,0.1,0.1,0.3,3.674335806989839e-06,4.374625963321896,18.302506555343207,39,0.8814078281285405
0.1,0.03,0.1,0.3,0.01,0.012140287803161773,4.090156237132868,14.515680455960108,9,0.6270718865862251
0.1,0.03,0.1,0.3,0.03,0.00942395572823975,4.291318031697522,14.382934183694495,9,0.6835419882930607
0.1,0.03,0.1,0.3,0.1,0.006197240258298601,3.3238003869258876,10.707733251103148,8,0.6885171026110015
0.1,0.03,0.1,0.3,0.3,0.002141054378094656,5.331178673332875,18.352108080295448,15,0.6281803056464332
0.1,0.1,0.1,0.01,0.01,0.1594594561853173,1.1005849356300315,2.6936627412883656,3,0.2244330446565479
0.1,0.1,0.1,0.01,0.03,0.12512218464696512,1.4554873921952685,3.562272971367305,3,0.27607240149968865
0.1,0.1,0.1,0.01,0.1,0.010787273568858943,1.9881426566324003,6.121923899514011,5,0.3861183988712366
0.1,0.1,0.1,0.01,0.3,0.0009203654558687756,2.5065359121861617,7.350060508304537,5,0.5075125486137226
0.1,0.1,0.1,0.03,0.01,0.24381713853596843,1.6065274061636354,3.213054812327271,2,0.24462382631631616
0.1,0.1,0.1,0.03,0.03,0.172914433926076,1.2905826136507041,3.14253480649203,3,0.20271483448117508
0.1,0.1,0.1,0.03,0.1,0.027379841040253653,1.301135215381704,4.040989578166485,5,0.26504856931311793
0.1,0.1,0.1,0.03,0.3,0.0025683171227028514,3.375736994184786,9.584407102539267,5,0.4646659188648575
0.1,0.1,0.1,0.1,0.01,0.44423239141619925,0.94439916232995,2.3132374340447504,3,0.1971798317032336
0.1,0.1,0.1,0.1,0.03,0.4168872812665555,1.0193929717610648,2.0387859435221296,2,0.20595820129231138
0.1,0.1,0.1,0.1,0.1,0.17805173191987553,1.3018044255756511,3.125701430611826,3,0.22160385663935142
0.1,0.1,0.1,0.1,0.3,0.00406619504505997,2.60312698951011,7.037992963223356,4,0.5128064840681315
0.1,0.1,0.1,0.3,0.01,1.467798599244223,0.4541759564378843,0.9794573306911618,3,0.15491312760273718
0.1,0.1,0.1,0.3,0.03,1.3320089639224593,0.3599812894692237,0.87278166672594,3,0.1201322926487059
0.1,0.1,0.1,0.3,0.1,1.0207378108966352,0.7357252070355285,1.6847486914679302,3,0.16889115537931826
0.1,0.1,0.1,0.3,0.3,0.18081763107319948,1.0619329100777202,2.492642614079549,3,0.2473767049309347
0.1,0.3,0.1,0.01,0.01,9.814786633605765,0.013790721145347962,0.027581442290695923,2,0.01601680126928884
0.1,0.3,0.1,0.01,0.03,9.568701405745951,0.25175192763820553,0.5035038552764111,2,0.019144286784111453
0.1,0.3,0.1,0.01,0.1,7.16173717290493,0.1923140986362265,0.4294632794206145,3,0.02493467679534668
0.1,0.3,0.1,0.01,0.3,2.6324914260860623,0.21874676271854981,0.48843606236867926,3,0.048399512329439225
0.1,0.3,0.1,0.03,0.01,9.807679083520705,0.17618715128369816,0.431424455243168,3,0.01619522377674902
0.1,0.3,0.1,0.03,0.03,9.38170548690752,0.28596468146132037,0.5719293629226407,2,0.016049584296553038
0.1,0.3,0.1,0.03,0.1,7.06980489908762,0.20726841062424659,0.41453682124849317,2,0.024387966666706784
0.1,0.3,0.1,0.03,0.3,2.898478156409856,0.25758821665317744,0.5151764333063548,2,0.04453516429794249
0.1,0.3,0.1,0.1,0.01,10.611717894463233,0.08885811188621733,0.20020616049669468,3,0.016601106842791494
0.1,0.3,0.1,0.1,0.03,10.633053502000891,0.1310363470869613,0.3128699414480798,3,0.018883359690551056
0.1,0.3,0.1,0.1,0.1,8.422516192535868,0.2332769107944885,0.46655382158897707,2,0.025901592358835157
0.1,0.3,0.1,0.1,0.3,2.902842680747169,0.2087394379383971,0.5111443486328107,3,0.04185599316162793
0.1,0.3,0.1,0.3,0.01,12.606894082983699,0.29242904611622067,0.683334823700001,3,0.013806885139041283
0.1,0.3,0.1,0.3,0.03,12.623610523660975,0.30630025047816706,0.7457714902760846,3,0.015999897398354418
0.1,0.3,0.1,0.3,0.1,10.037566921701085,0.13110382877999918,0.29312840410016183,3,0.018026577948948165
0.1,0.3,0.1,0.3,0.3,4.439800608002704,0.2614180864644324,0.6371220448076277,3,0.03585083786729328
0.3,0.01,0.1,0.01,0.01,1.1876043138448717e-07,3.57671349687809,14.96886654764122,87,0.845565146488628
0.3,0.01,0.1,0.01,0.03,2.8417137692946556e-07,3.340934572270078,14.430684352029335,85,0.8630907977568089
0.3,0.01,0.1,0.01,0.1,2.0478426512361188e-07,2.93595153788418,13.08475607884224,88,0.8371203705170553
0.3,0.01,0.1,0.01,0.3,1.5669056364517175e-07,3.306633135141383,19.59310085433805,89,0.8760794454970569
0.3,0.01,0.1,0.03,0.01,3.0371320740562246e-06,3.727341418605935,15.848165208112713,60,0.8963967500746925
0.3,0.01,0.1,0.03,0.03,3.988863353524847e-06,3.775253101637389,17.25283169171273,57,0.897092874699138
0.3,0.01,0.1,0.03,0.1,2.8149813890918665e-06,3.9997046242216783,20.23681123040528,64,0.9031503340318899
0.3,0.01,0.1,0.03,0.3,1.8390978867887946e-06,3.447462673091184,19.620096188199724,66,0.9029437047310751
0.3,0.01,0.1,0.1,0.01,9.510016340906642e-05,4.496314958055932,16.05303151996094,30,0.8774109735090072
0.3,0.01,0.1,0.1,0.03,0.00012888771912816883,4.009180233626191,15.250242274612635,26,0.8798267120226109
0.3,0.01,0.1,0.1,0.1,7.34794408431917e-05,4.519445898936946,16.031453730128295,29,0.8957908289356253
0.3,0.01,0.1,0.1,0.3,8.300822639130978e-05,3.8486190427349,14.516382552580854,27,0.869718503286153
0.3,0.01,0.1,0.3,0.01,0.00997581623102931,3.6332963904253486,11.937638390324647,11,0.7015213520843474
0.3,0.01,0.1,0.3,0.03,0.009010115060419627,4.130749871634512,14.206373736402284,12,0.7106465334388065
0.3,0.01,0.1,0.3,0.1,0.009518247098037893,4.3419471485072325,14.461913346392972,14,0.7581759266314575
0.3,0.01,0.1,0.3,0.3,0.007364455461240841,4.516418305369431,15.406513738408021,13,0.743648726782324
0.3,0.03,0.1,0.01,0.01,5.076529005096278e-07,3.4893842636397365,14.64182372520062,84,0.795966670113037
0.3,0.03,0.1,0.01,0.03,3.0109940401826195e-07,3.0172426279383466,16.06027190899484,87,0.8752733327639867
0.3,0.03,0.1,0.01,0.1,2.676524426071259e-07,3.5766917200187707,16.008365144273725,88,0.7528243674824087
0.3,0.03,0.1,0.01,0.3,1.5052813965805186e-07,3.242907865179842,14.720794004529962,88,0.8671936752711258
0.3,0.03,0.1,0.03,0.01,4.195119565051474e-06,3.897175933260984,20.460779071112732,60,0.8612397183684248
0.3,0.03,0.1,0.03,0.03,4.095238292035304e-06,3.6401264753989357,14.87178845141501,57,0.8950632607783527
0.3,0.03,0.1,0.03,0.1,3.0768329713796226e-06,2.864489760093749,13.157077226766377,61,0.9095340424205405
0.3,0.03,0.1,0.03,0.3,1.7969440227483436e-06,3.706027072517805,18.306600483528413,65,0.9004578659698872
0.3,0.03,0.1,0.1,0.01,0.00010191539944734051,4.4431765893358195,16.020104585370497,29,0.8815366039066629
0.3,0.03,0.1,0.1,0.03,0.0001423071899006616,3.879214719349183,16.147054072092182,30,0.8800041982767498
0.3,0.03,0.1,0.1,0.1,9.630628244640968e-05,4.307074232728855,15.484620413074577,25,0.855353183549158
0.3,0.03,0.1,0.1,0.3,5.409908887528084e-05,3.826200339504697,14.251358193758035,31,0.860947155764516
0.3,0.03,0.1,0.3,0.01,0.013736859762819563,3.2194372737472152,10.830114153711612,9,0.628562663872203
0.3,0.03,0.1,0.3,0.03,0.011023730277050127,5.556612713102106,18.00875115463957,12,0.6594459805449809
0.3,0.03,0.1,0.3,0.1,0.01158921519918247,4.406897002636909,15.754118507895553,9,0.7555434081760797
0.3,0.03,0.1,0.3,0.3,0.007247326584969161,3.8484083255617447,13.632955989697312,10,0.8206696329418333
0.3,0.1,0.1,0.01,0.01,1.9590565553295793e-06,3.4252665622825886,13.518620008887105,76,0.8768724180211416
0.3,0.1,0.1,0.01,0.03,2.809550531465017e-06,3.451312257847289,16.11528240563436,67,0.7802344538899761
0.3,0.1,0.1,0.01,0.1,1.1258605206217728e-06,3.6181149425602754,19.011297613235428,76,0.7057122710106947
0.3,0.1,0.1,0.01,0.3,2.7832761310108205e-07,2.9684566875396845,13.996519716151628,87,0.7803330524358343
0.3,0.1,0.1,0.03,0.01,1.3648441300023568e-05,4.119514148789678,17.303900753518732,45,0.8326741357562573
0.3,0.1,0.1,0.03,0.03,1.446600869697119e-05,3.9431563899338116,15.642022635234222,43,0.8552305653039001
0.3,0.1,0.1,0.03,0.1,4.2125624908719995e-06,3.5597184942845446,13.086518016578328,66,0.8851997149436918
0.3,0.1,0.1,0.03,0.3,1.3235810071425929e-06,3.295661675680996,16.646234743470007,74,0.921945597631852
0.3,0.1,0.1,0.1,0.01,0.00027517786513076324,4.75489891386586,19.592669777946718,20,0.8459224604006761
0.3,0.1,0.1,0.1,0.03,0.00021248461557578672,4.5345530653862856,16.967865435634604,26,0.8221443969130863
0.3,0.1,0.1,0.1,0.1,7.180535998956944e-05,4.057498737384084,13.153832135714175,23,0.8993344370972032
0.3,0.1,0.1,0.1,0.3,1.367783570207453e-05,4.347313907186266,16.084377355716033,44,0.8634881724625332
0.3,0.1,0.1,0.3,0.01,0.03411597454837439,4.073264252119998,12.6741574082611,9,0.5476039326483048
0.3,0.1,0.1,0.3,0.03,0.02551764985413798,4.436681815046117,15.026873963731516,8,0.6676941476783951
0.3,0.1,0.1,0.3,0.1,0.019544410751969332,5.270335450992357,17.428031740365505,9,0.6355322500827805
0.3,0.1,0.1,0.3,0.3,0.005681031962439953,4.62134826119929,17.097750427417825,11,0.7049508591910714
0.3,0.3,0.1,0.01,0.01,0.2127842619786447,2.2848733796494827,4.569746759298965,2,0.26923079463890365
0.3,0.3,0.1,0.01,0.03,0.06183173914393642,2.02550635053603,5.6861515007345265,4,0.2964764480305656
0.3,0.3,0.1,0.01,0.1,0.027139578055109182,2.5621915373113215,6.95920380926432,4,0.5382770738531553
0.3,0.3,0.1,0.01,0.3,0.003515504291303829,2.5802524424572626,7.576213759114516,5,0.5426237104158297
0.3,0.3,0.1,0.03,0.01,0.41925769824745096,1.7770061232903842,3.5540122465807684,2,0.22390840517865038
0.3,0.3,0.1,0.03,0.03,0.21128503690120984,2.175899197557234,4.351798395114468,2,0.23555597115029675
0.3,0.3,0.1,0.03,0.1,0.03259055373058009,2.7979478818517123,7.833218803030341,5,0.5069665939069834
0.3,0.3,0.1,0.03,0.3,0.008894895125992201,2.9746270307692897,8.73712292927505,5,0.4991588419851094
0.3,0.3,0.1,0.1,0.01,1.3564535328900709,1.5985270762870347,3.1970541525740694,2,0.17833273613994371
0.3,0.3,0.1,0.1,0.03,0.9747128991325366,1.323726501539501,2.647453003079002,2,0.19873874120797855
0.3,0.3,0.1,0.1,0.1,0.225511307610676,2.3132179727893076,4.626435945578615,2,0.24058773975177133
0.3,0.3,0.1,0.1,0.3,0.020622657448618867,3.624518210052305,10.780993390835015,6,0.546067562432653
0.3,0.3,0.1,0.3,0.01,4.109232676770532,0.45463314901031693,0.9092662980206339,2,0.16317511084019787
0.3,0.3,0.1,0.3,0.03,3.919239058914242,0.6104606518010457,1.4832419634714986,3,0.13898902351427275
0.3,0.3,0.1,0.3,0.1,2.8889182903154813,0.848875739223858,1.697751478447716,2,0.16617153414765712
0.3,0.3,0.1,0.3,0.3,0.19913581144944947,1.542923130201716,3.774003874786663,3,0.2541278193840363
0.01,0.01,0.3,0.01,0.01,0.37928826187557413,0.09161362221221112,0.230007731510723,5,0.03684477900257631
0.01,0.01,0.3,0.01,0.03,0.35782128638766003,0.1039683701234422,0.30106495579151793,6,0.03526719549661626
0.01,0.01,0.3,0.01,0.1,0.3040811333502322,0.07138714887499077,0.21188868767046243,5,0.042423696815129114
0.01,0.01,0.3,0.01,0.3,0.16676898744025898,0.11421195502438047,0.32053399651040043,5,0.06223495856164161
0.01,0.01,0.3,0.03,0.01,0.3931022403194687,0.15096562229412275,0.4336843863432094,5,0.0321128040711343
0.01,0.01,0.3,0.03,0.03,0.376027849041349,0.06021371585891487,0.16477871763825247,4,0.0352614166097996
0.01,0.01,0.3,0.03,0.1,0.3194477720675344,0.07773965108724859,0.19685483335757098,5,0.04052365044903966
0.01,0.01,0.3,0.03,0.3,0.17585954917253332,0.1586493878389414,0.45254147458242,5,0.05758782536784022
0.01,0.01,0.3,0.1,0.01,0.4538213343755646,0.1208674875354471,0.31557639841238483,5,0.027503590200148014
0.01,0.01,0.3,0.1,0.03,0.44015910315643014,0.07725245541060458,0.239168062851222,5,0.028102435248281696
0.01,0.01,0.3,0.1,0.1,0.3731116241025201,0.10803268152316906,0.32146827510276865,5,0.03704483998167435
0.01,0.01,0.3,0.1,0.3,0.22270419509174244,0.0734352226078735,0.21799354302705817,5,0.05306828127481427
0.01,0.01,0.3,0.3,0.01,0.6598237374257042,0.07185681598663392,0.19094675245218,4,0.01997328883881022
0.01,0.01,0.3,0.3,0.03,0.6379264321917486,0.07840783437123361,0.21541458823851328,4,0.02028809608015244
0.01,0.01,0.3,0.3,0.1,0.5703050031803201,0.08007317526655375,0.20300990681424702,4,0.024340629144221526
0.01,0.01,0.3,0.3,0.3,0.37115585246871025,0.05132120939551746,0.1291063576542932,5,0.03317072473845578
0.01,0.03,0.3,0.01,0.01,1.0188047003686813,0.08746334608260162,0.22837266747874066,4,0.009357970022077368
0.01,0.03,0.3,0.01,0.03,0.9561141655860848,0.10517678711490795,0.2333024039660013,5,0.00872791869453982
0.01,0.03,0.3,0.01,0.1,0.7346369665941999,0.06125244549652444,0.13918960450111073,4,0.015620840488998651
0.01,0.03,0.3,0.01,0.3,0.21559352744171578,0.06579668504821591,0.1984617131097507,6,0.05002500891182373
0.01,0.03,0.3,0.03,0.01,1.0515299235539328,0.08791979366719369,0.247081086656917,4,0.00787854421705815
0.01,0.03,0.3,0.03,0.03,0.9838325271725998,0.08415838131697405,0.23753900534215378,4,0.009728438989601608
0.01,0.03,0.3,0.03,0.1,0.7498283985660606,0.04735294547207912,0.12562747794648466,4,0.01551350361450523
0.01,0.03,0.3,0.03,0.3,0.24237398540460414,0.031646708394513876,0.079892655970174,5,0.048366875472296414
0.01,0.03,0.3,0.1,0.01,1.1250393239224752,0.05611661462151998,0.13866030559395592,4,0.008620194479879124
0.01,0.03,0.3,0.1,0.03,1.0535248829262422,0.10273882624327837,0.2651270562433492,4,0.008067076982718115
0.01,0.03,0.3,0.1,0.1,0.8446162874387287,0.17844761071376428,0.49758382585518945,4,0.012924218076135901
0.01,0.03,0.3,0.1,0.3,0.27908700588730256,0.03443155704022317,0.09710599346862647,5,0.04304888396902284
0.01,0.03,0.3,0.3,0.01,1.3274239315206124,0.1456514439777558,0.3610116286519973,4,0.005484423515832441
0.01,0.03,0.3,0.3,0.03,1.2525023679182459,0.12433164138317615,0.3461049178231598,4,0.006869321624316065
0.01,0.03,0.3,0.3,0.1,1.0427165676442514,0.06524629412871089,0.17419750209423224,4,0.008489751992953657
0.01,0.03,0.3,0.3,0.3,0.4460008982093309,0.13156601916943758,0.4117839493586189,5,0.02752832806059794
0.01,0.1,0.3,0.01,0.01,3.287998824324181,0.0,0.0,1,-2.9976021664879227e-15
0.01,0.1,0.3,0.01,0.03,3.12972725504551,0.0,0.0,1,2.4424906541753444e-15
0.01,0.1,0.3,0.01,0.1,2.3557171572782405,0.03349002211879584,0.06698004423759168,2,0.0006370435697750643
0.01,0.1,0.3,0.01,0.3,0.442970379923338,0.11087456975339598,0.3474631064228769,5,0.02230614293907973
0.01,0.1,0.3,0.03,0.01,3.2962369835721574,0.0,0.0,1,-5.551115123125783e-16
0.01,0.1,0.3,0.03,0.03,3.0910269943901856,0.0,0.0,1,6.661338147750939e-16
0.01,0.1,0.3,0.03,0.1,2.451243618462173,0.0022497157116793676,0.004499431423358735,2,0.0002506156026498979
0.01,0.1,0.3,0.03,0.3,0.5141688083182799,0.09326950568914504,0.25585108154795244,5,0.0168137909648153
0.01,0.1,0.3,0.1,0.01,3.4236827435365838,0.0,0.0,1,2.220446049250313e-15
0.01,0.1,0.3,0.1,0.03,3.1454062407091277,0.0,0.0,1,1.5543122344752192e-15
0.01,0.1,0.3,0.1,0.1,2.4861802913973925,0.041962011261458626,0.08392402252291725,2,0.00027894410714715545
0.01,0.1,0.3,0.1,0.3,0.5316561286141067,0.06484958206197723,0.17591808417020482,5,0.01645879944661892
0.01,0.1,0.3,0.3,0.01,3.5375490285600244,0.0,0.0,1,-6.661338147750939e-16
0.01,0.1,0.3,0.3,0.03,3.4102012180710357,0.0,0.0,1,-1.7763568394002505e-15
0.01,0.1,0.3,0.3,0.1,2.67775280109609,0.024490357257423642,0.048980714514847284,2,0.0005227778488604284
0.01,0.1,0.3,0.3,0.3,0.7344049457107353,0.08682502304312391,0.23555757767100943,4,0.011743572340196528
0.01,0.3,0.3,0.01,0.01,10.099531379031152,0.0,0.0,1,-1.4432899320127035e-15
0.01,0.3,0.3,0.01,0.03,9.07758689805305,0.0,0.0,1,8.881784197001252e-16
0.01,0.3,0.3,0.01,0.1,7.264770816046072,0.0,0.0,1,-4.440892098500626e-16
0.01,0.3,0.3,0.01,0.3,1.4156522637431463,0.08112482023588034,0.1622496404717607,2,0.0005717897181601039
0.01,0.3,0.3,0.03,0.01,9.949513836019849,0.0,0.0,1,4.6629367034256575e-15
0.01,0.3,0.3,0.03,0.03,9.061170763770969,0.0,0.0,1,-5.551115123125783e-16
0.01,0.3,0.3,0.03,0.1,7.113018144789474,0.0,0.0,1,4.440892098500626e-16
0.01,0.3,0.3,0.03,0.3,1.4674426040195527,0.09339168235799399,0.20525641556804766,3,0.0009653911344796179
0.01,0.3,0.3,0.1,0.01,9.995915068501038,0.0,0.0,1,0.0
0.01,0.3,0.3,0.1,0.03,9.193612059835896,0.0,0.0,1,2.220446049250313e-15
0.01,0.3,0.3,0.1,0.1,7.223896015814332,0.0,0.0,1,-2.4424906541753444e-15
0.01,0.3,0.3,0.1,0.3,1.3302216939338682,0.023079810232989897,0.046159620465979795,2,0.0018596065371229986
0.01,0.3,0.3,0.3,0.01,10.050125805281032,0.0,0.0,1,-7.771561172376096e-16
0.01,0.3,0.3,0.3,0.03,9.766580220386562,0.0,0.0,1,1.1102230246251565e-15
0.01,0.3,0.3,0.3,0.1,7.29470359293154,0.0,0.0,1,1.1102230246251565e-15
0.01,0.3,0.3,0.3,0.3,1.6530489410423996,0.06004432362702098,0.12008864725404197,2,0.001056832916849687
0.03,0.01,0.3,0.01,0.01,0.0030316523763704102,0.3095777805284794,0.933835028663365,8,0.478173859201143
0.03,0.01,0.3,0.01,0.03,0.0022746437589377154,0.287690855067763,0.9528957435577584,7,0.510879188371275
0.03,0.01,0.3,0.01,0.1,0.0007373611969188663,0.6297430258855473,2.144618986269381,15,0.677582500676281
0.03,0.01,0.3,0.01,0.3,4.7401961176010615e-06,1.414238824430065,6.600818179082005,78,0.012256426120783464
0.03,0.01,0.3,0.03,0.01,0.005603667703838411,0.31656560434531206,1.1051977661643315,9,0.38809132075057606
0.03,0.01,0.3,0.03,0.03,0.004496483108567838,0.33872321476095546,1.281327605223095,9,0.4541680486835904
0.03,0.01,0.3,0.03,0.1,0.0020829389295019024,0.4088079622815576,1.1920982273063867,10,0.5418408317680732
0.03,0.01,0.3,0.03,0.3,2.6334909124452947e-05,1.7751206579257826,8.058357383829042,46,0.6634660621947392
0.03,0.01,0.3,0.1,0.01,0.03490571453576833,0.13807862247244718,0.4144309568132469,5,0.198242665160217
0.03,0.01,0.3,0.1,0.03,0.02802529380462182,0.19898836505512082,0.5688045652809537,5,0.1852461956727376
0.03,0.01,0.3,0.1,0.1,0.01628126385624242,0.06908367253349007,0.17458806150522366,5,0.2791229751726335
0.03,0.01,0.3,0.1,0.3,0.0017875324643464407,0.5235810796351812,1.7984860730238932,10,0.5975636299689422
0.03,0.01,0.3,0.3,0.01,0.34101152772699694,0.08480227851655413,0.20361600610372393,4,0.06039320788741889
0.03,0.01,0.3,0.3,0.03,0.34742459338207793,0.05438438976076401,0.13823621171662648,4,0.05188677697850415
