h_values,n_values,th_values,ta_values,c_values,avg_weight,std_dev,average_os,range_community,n_communities,modularity
0.03,0.01,0.1,0.3,0.01,98.28673467875892,0.5453649279649074,0.36983729743773597,0.8770543634162942,2,0.008171829386682317
0.03,0.01,0.3,0.01,0.01,97.77296193888738,0.5320747973844557,0.26467611481960457,1.1663667196510141,2,0.00868222240193356
0.03,0.01,0.3,0.03,0.01,97.23632842260986,0.5140299817330585,0.2737414279092766,1.044082745667898,2,0.009279838680299607
0.03,0.01,0.3,0.1,0.01,96.68852826912676,0.7709201068298632,0.3604295124201099,0.9636479361094293,2,0.00975272728925225
0.03,0.01,0.3,0.3,0.01,96.1003854169199,1.1671154704459095,0.44278425473505706,1.0677789815227696,2,0.010251099447626089
0.03,0.03,0.01,0.01,0.01,95.84983782345581,1.2150635968644234,0.14795306404869504,1.4087563047405016,2,0.010834826536144204
0.03,0.03,0.01,0.03,0.01,95.58696890589167,0.8298455349384898,0.34654793952556084,1.2180295189667925,2,0.011430977162497413
0.03,0.03,0.01,0.1,0.01,95.32252193668312,0.34570970648296556,0.5955760176098334,0.9630525830249227,2,0.011997931428223085
0.03,0.03,0.01,0.3,0.01,95.00494380546937,0.1737164997455343,0.2025171857283172,1.0477905233239009,2,0.012442253734556291
0.03,0.03,0.03,0.01,0.01,94.78891838984377,0.1795619003893957,0.029944227730497593,1.1821838809266343,2,0.012916522258492852
0.03,0.03,0.03,0.03,0.01,94.56185708263763,0.32599688235368884,0.21288121469385904,0.9880446468675368,2,0.013440738363264593
0.03,0.03,0.03,0.1,0.01,94.32353205679159,0.30883848166821526,0.5314497474283879,0.7167968221564625,2,0.01392303663800118
0.03,0.03,0.03,0.3,0.01,94.01737636781563,0.08250262804392522,0.4006932136006795,1.0554977615730445,2,0.01467015442743344
0.03,0.03,0.1,0.01,0.01,93.80768356134647,0.15721683631564948,0.47597005361167294,0.9061799489378419,2,0.015319115251794163
0.03,0.03,0.1,0.03,0.01,93.59221099530758,0.16725786450748095,1.0787022608021464,1.5473871548658025,2,0.015800911260866385
0.03,0.03,0.1,0.1,0.01,93.3608681907487,0.14069258999227924,1.192584410654497,0.5986587874344234,2,0.01656060888526234
0.03,0.03,0.1,0.3,0.01,93.0724423241108,0.16164731777894165,1.4776125053326665,1.8733955239311235,2,0.017199780180265967
0.03,0.03,0.3,0.01,0.01,92.91726396317125,0.0029963861003366957,1.8332810185718393,1.897215258846751,2,0.01626985443249107
0.03,0.03,0.3,0.03,0.01,92.75547880515981,0.005255317124686187,1.5933220855067938,1.9716896259133894,2,0.018460172299410632
0.03,0.03,0.3,0.1,0.01,92.56267163720713,0.08240455699682096,2.2043919726626293,0.18980983943479712,2,0.01889597442849253
0.03,0.03,0.3,0.3,0.01,92.31144486331166,0.05666655286898328,2.2691025430065497,0.3152209100318033,2,0.01915740201715277
0.03,0.1,0.01,0.01,0.01,93.54745002735706,0.27608360722502207,2.367066469323119,0.33922018367183826,2,0.019003248410823653
0.03,0.1,0.01,0.03,0.01,94.65636668774908,0.35034850770814785,2.571378684149359,0.4844021436970034,2,0.018872818047714207
0.03,0.1,0.01,0.1,0.01,95.62519737791196,0.39587730966047074,2.6870870370944226,0.7756519259167731,2,0.018741582123176004
0.03,0.1,0.01,0.3,0.01,96.3807772753484,0.4965361415591672,2.5239186527252775,0.6503582142754867,2,0.01863314649440867
0.03,0.1,0.03,0.01,0.01,97.4236964743866,0.21980653356617397,2.451092722744446,0.444483180919899,2,0.01847212508356033
0.03,0.1,0.03,0.03,0.01,98.40619194793095,0.12683341229348088,2.348727857151547,0.3682099393174818,2,0.018372746783617472
0.03,0.1,0.03,0.1,0.01,99.27774745988575,0.07552115932955682,2.2639649061613776,1.6382176053701725,2,0.018233528900855472
0.03,0.1,0.03,0.3,0.01,99.96852662839521,0.00018791690216853903,2.1268852546315706,0.7098006884782426,2,0.018080299067516986
0.03,0.1,0.1,0.01,0.01,101.0143763489992,0.0012898051023749618,1.9577669920941136,0.6959612427844821,2,0.017828052430675645
0.03,0.1,0.1,0.03,0.01,102.1185971185442,0.0019731799254989156,2.063922605527928,0.66306571543242,2,0.017578200959587426
0.03,0.1,0.1,0.1,0.01,103.12450670860581,0.0038811987612579666,1.8889659432440753,0.30435863739370994,2,0.0167805916810074
0.03,0.1,0.1,0.3,0.01,103.90014518618955,0.026395467028227138,1.8621601310098248,0.9581584883526054,2,0.01715794387051406
0.03,0.1,0.3,0.01,0.01,105.00407869244596,0.2539427063476185,2.297603918565676,1.207979086748186,2,0.01690266282011174
0.03,0.1,0.3,0.03,0.01,106.14562570928805,0.003976962061116813,1.8616041944081019,0.4471289328589898,2,0.015997944749201715
0.03,0.1,0.3,0.1,0.01,107.20725518004714,0.03573788278963918,2.1166410002823386,1.1064097339554753,2,0.01640568305277551
0.03,0.1,0.3,0.3,0.01,108.05607037614053,0.02029400348410386,1.7685557357066826,0.19530014698167952,2,0.015619596702736938
0.03,0.3,0.01,0.01,0.01,112.88437451582715,0.0310110204793035,2.1659621388100803,0.4166911222576366,2,0.014769385011142666
0.03,0.3,0.01,0.03,0.01,117.67334388361478,0.09017593026879077,3.052733026698201,5.774265399970366,3,0.013786115698248495
0.03,0.3,0.01,0.1,0.01,122.24168451193344,0.015624429570401333,3.0274397265630917,1.4581971524061665,2,0.013716741016510742
0.03,0.3,0.01,0.3,0.01,125.92909195372877,0.01078699610092046,2.402945046223822,0.6132263261811715,2,0.01268888334441201
0.03,0.3,0.03,0.01,0.01,130.92564893314497,0.011208026454633884,2.771861162683638,1.3332942515564206,2,0.012498033215941617
0.03,0.3,0.03,0.03,0.01,135.9768690836465,1.4422019403191577,4.368150183965612,3.1583872014212657,2,0.011072027133965934
0.03,0.3,0.03,0.1,0.01,140.72498392905015,1.1863793380783965,3.659916558236257,2.5571172504125634,2,0.0109513194208338
0.03,0.3,0.03,0.3,0.01,144.52808843688487,0.015254221062611038,2.903102904459706,0.6839163493778382,2,0.010656972692296679
0.03,0.3,0.1,0.01,0.01,149.21912145328602,0.0011688748086090379,2.5441984330634897,0.46688001173953575,2,0.009790182861432212
0.03,0.3,0.1,0.03,0.01,153.79541701628804,0.0075735242949685625,3.2906690368239726,0.8021005763125375,2,0.009993303623546446
0.03,0.3,0.1,0.1,0.01,158.5943164373132,0.011756105206212168,2.7801013612395047,0.5193520558463725,2,0.009047107046906089
0.03,0.3,0.1,0.3,0.01,162.85447700066882,0.0224600390055485,3.521441343931726,1.5179254213402391,2,0.009096560135462395
0.03,0.3,0.3,0.01,0.01,167.8788740152757,0.03794967759175651,3.686734078524468,1.2713198244591002,2,0.008848388561766535
0.03,0.3,0.3,0.03,0.01,172.75623654459847,0.012898953280846484,3.9062561967011784,1.5286399923292628,2,0.008476372194875043
0.03,0.3,0.3,0.1,0.01,177.4441995759951,2.2202777535076526,6.338082724564378,4.158141976475312,3,0.007640458507679221
0.03,0.3,0.3,0.3,0.01,181.32755028125038,2.2352650359904134,5.81290965284087,3.7595875411757613,3,0.00742133888999108
0.1,0.01,0.01,0.01,0.01,178.92372559727366,1.7577749946261807,5.712891755989998,4.313180823318019,3,0.008162301619412712
0.1,0.01,0.01,0.03,0.01,176.54672175342543,0.8565695676676374,4.954478706450621,3.6748534463506357,3,0.00893692893647692
0.1,0.01,0.01,0.1,0.01,174.17859774636452,0.04944049396490871,5.771011587129303,3.8309383439819573,3,0.01014519889926939
0.1,0.01,0.01,0.3,0.01,172.0134452014874,0.0126556047257812,5.4812814980466875,3.378023627342025,3,0.011376753444522492
0.1,0.01,0.03,0.01,0.01,169.78188665173911,0.4085734065480327,6.46895183760557,3.8324123274775164,3,0.012561365886949505
0.1,0.01,0.03,0.03,0.01,167.50914439660045,2.18718323219471,7.170800409145827,4.24530407820491,3,0.013629488173212856
0.1,0.01,0.03,0.1,0.01,165.23954925896882,2.881679871677541,7.895646667586433,4.6075516294520185,3,0.014621774168819157
0.1,0.01,0.03,0.3,0.01,162.9569358760479,0.49698001783210866,4.875785207390391,1.5564897104408568,2,0.01584228296062104
0.1,0.01,0.1,0.01,0.01,160.77182483465563,0.8097626051982247,6.102091773516059,3.9792858444040577,3,0.016983916283897157
0.1,0.01,0.1,0.03,0.01,158.67538986158957,0.6129778071766978,5.718735425740049,5.082521563813113,3,0.017993806303276967
0.1,0.01,0.1,0.1,0.01,156.63423294167734,0.46052085331502324,4.930967240680329,3.5879144191784746,3,0.018885368779919837
0.1,0.01,0.1,0.3,0.01,154.5859960134729,0.39228138976780835,5.207550953643295,3.365790935182979,3,0.01950371377042804
0.1,0.01,0.3,0.01,0.01,152.68783732623808,0.10520186381972935,4.0968593907891515,2.724755943562663,2,0.01996298086228035
0.1,0.01,0.3,0.03,0.01,150.83860396824167,0.18493954644909963,4.9825445167764295,3.5594691218379806,3,0.020486180062827437
0.1,0.01,0.3,0.1,0.01,148.84527393272458,0.37849392615121663,5.134607446128668,4.028200014452638,3,0.02100039973991867
0.1,0.01,0.3,0.3,0.01,146.7887533984682,0.14247686645284427,4.635903808688781,3.4233405616638093,3,0.021512474540722915
0.1,0.03,0.01,0.01,0.01,144.87729505391627,0.08613220456873454,4.0990526119531205,1.2972792587438229,2,0.022765785283391127
0.1,0.03,0.01,0.03,0.01,142.9229779950333,0.029951448076810463,3.8073995679409016,2.786435979972903,2,0.023868482329016033
0.1,0.03,0.01,0.1,0.01,140.98990691444314,0.13215036127529037,4.856374151561707,3.2542719773034454,3,0.024345548404979864
0.1,0.03,0.01,0.3,0.01,139.0560215142799,0.314277855994789,3.7614995645052676,2.7569624894013964,2,0.026333726892749987
0.1,0.03,0.03,0.01,0.01,137.32624930278405,0.10171974282482993,4.196465409544597,2.408473193042126,3,0.026261709076216826
0.1,0.03,0.03,0.03,0.01,135.47350493765734,0.0553642204321369,3.7651890187028014,1.4856246614326545,2,0.027411482729733788
0.1,0.03,0.03,0.1,0.01,133.57992100602036,1.731103872174654,7.3987991964786515,4.905303019843529,3,0.02747642967524213
0.1,0.03,0.03,0.3,0.01,131.65600119240202,0.17182686330968297,3.3332599875132676,1.146628366045341,2,0.02990235699156768
0.1,0.03,0.1,0.01,0.01,129.91619083838074,0.16109965891335395,2.8356461863920113,0.7081357250160147,2,0.031115276133486552
0.1,0.03,0.1,0.03,0.01,128.11833926801359,0.0876596054215352,2.61893768549038,0.5966992219376315,2,0.03192173921318742
0.1,0.03,0.1,0.1,0.01,126.2963534177102,0.23210734827896265,3.460544948497214,1.3654460990702901,2,0.0316321514014781
0.1,0.03,0.1,0.3,0.01,124.35411218506307,0.31055358472617284,4.608258638174755,3.698029749095835,3,0.03239087100664515
0.1,0.03,0.3,0.01,0.01,122.6951333144746,0.49014510544411816,3.08730311208035,0.6753616091371275,2,0.03391959115237597
0.1,0.03,0.3,0.03,0.01,120.95543301692778,0.43144180842111984,3.4759376534500035,2.6010549371625964,2,0.034849751585343564
0.1,0.03,0.3,0.1,0.01,119.23526881657877,0.8423576490755337,4.70667936053869,2.423647466833038,3,0.036282214127068335
0.1,0.03,0.3,0.3,0.01,117.40770060589283,0.13506941743561554,4.691325635659005,4.989955896565046,3,0.03810827524364202
0.1,0.1,0.01,0.01,0.01,116.63537116109927,0.05568983971446232,3.8771042234647672,4.1627502287603795,3,0.03984436577742726
0.1,0.1,0.01,0.03,0.01,115.93946316414014,0.00028401712811061496,3.4514493496223224,3.5726040221289894,3,0.04132132999148217
0.1,0.1,0.01,0.1,0.01,115.24194309771566,0.00032403921996289743,3.4351579461744075,2.4659198317275344,3,0.038837680664673274
0.1,0.1,0.01,0.3,0.01,114.32145368221813,0.10367497665732306,3.5379273243312133,3.08181706817735,3,0.04185800889067007
0.1,0.1,0.03,0.01,0.01,113.73555185338506,8.928294967866226,8.839883042749634,6.761191468983655,3,0.040922903858179045
0.1,0.1,0.03,0.03,0.01,113.10751416391655,0.4088837689299006,3.8905513100287097,2.7114176190363377,3,0.04207309405153901
0.1,0.1,0.03,0.1,0.01,112.42710429210679,2.8451537165925913,5.490924567156443,5.205144978476521,3,0.042356741420123654
0.1,0.1,0.03,0.3,0.01,111.52916204850128,0.0417325222551812,3.18911733529291,2.8998674404430727,3,0.044264311946990646
0.1,0.1,0.1,0.01,0.01,111.0110230347591,0.15685478429257954,3.380218804632515,3.1665927875015876,3,0.04639174172187549
0.1,0.1,0.1,0.03,0.01,110.43905354413275,1.914060704899407,5.171781741372268,4.73807589512692,4,0.04410282026484097
0.1,0.1,0.1,0.1,0.01,109.79352477630198,0.3034931462187278,3.2380951741547603,3.2657549044327916,3,0.04487893458789311
0.1,0.1,0.1,0.3,0.01,108.95075828544248,1.8123276118667717,4.558271111658796,4.1250355886569725,3,0.04867824162734147
0.1,0.1,0.3,0.01,0.01,108.5611288036768,0.03606522803607292,3.421994172728102,1.667708779805692,3,0.048261839644581674
0.1,0.1,0.3,0.03,0.01,108.13163632844895,3.336619144103033,5.394207660922498,5.375377701839422,3,0.04718095687340754
0.1,0.1,0.3,0.1,0.01,107.66024865149004,1.362143318798115,4.256531833421284,2.837185299184714,3,0.049592356945863315
0.1,0.1,0.3,0.3,0.01,106.98133077165362,0.014440796707407727,1.9632228939913283,1.1797265281170697,3,0.0496502232056276
0.1,0.3,0.01,0.01,0.01,109.91140785742984,0.007004633639125622,2.187852064348396,1.1103091103907299,3,0.048228080612656495
0.1,0.3,0.01,0.03,0.01,112.951978083778,0.2847163579717204,2.34625736700133,2.775333691179049,3,0.04531062090382744
0.1,0.3,0.01,0.1,0.01,115.80525952323742,0.002597391703650159,1.9922136148047833,0.9256295926800171,3,0.045597683165389556
0.1,0.3,0.01,0.3,0.01,118.05520946395805,0.1339155360840907,2.2609698632384094,1.2226040291648648,3,0.04470152075611005
0.1,0.3,0.03,0.01,0.01,121.22420280600893,0.16275674932886627,2.408921874381417,1.6898493873135005,4,0.04252169789059988
0.1,0.3,0.03,0.03,0.01,124.30616283379634,0.27968585623281,2.5592474599233874,1.7420146178528586,4,0.04144834172193375
0.1,0.3,0.03,0.1,0.01,126.9288183448637,1.4270057787891182,4.528316429500302,3.540450848653488,3,0.0410428751612354
0.1,0.3,0.03,0.3,0.01,128.71520118610314,0.0652066920613082,2.358958173285791,0.9710141715777136,3,0.04087794329948202
0.1,0.3,0.1,0.01,0.01,131.513922001617,0.1886269427706832,5.80436339208112,4.253860881548113,3,0.0400090383425285
0.1,0.3,0.1,0.03,0.01,134.22387291579702,0.19898656943141035,5.994280708871779,4.428119982378292,3,0.03787656633322036
0.1,0.3,0.1,0.1,0.01,136.72524657940227,0.0012744896496445885,3.1426596688281716,3.871619271851918,4,0.03795056448232342
0.1,0.3,0.1,0.3,0.01,138.8246379299545,0.0036296031457997376,2.351702053933971,0.6171771329581877,3,0.038642889719243775
0.1,0.3,0.3,0.01,0.01,141.7489443303973,0.16197449235721026,3.1427654895637223,1.2767312643797524,3,0.03474408291953268
0.1,0.3,0.3,0.03,0.01,144.5553274164765,0.6401202413406386,5.252458844595562,3.7015637793629024,3,0.03729724095766969
0.1,0.3,0.3,0.1,0.01,147.10652104590505,0.18867892407732284,3.4406076052750385,2.1889196196009992,3,0.036385622744379884
0.1,0.3,0.3,0.3,0.01,148.99624807192507,1.0060494275612997,5.29925821749132,3.994185743640781,3,0.03501883888172717
0.3,0.01,0.01,0.01,0.01,142.41251984365726,1.0896205729469308,5.676347562170435,3.80752957077707,3,0.03871337134727464
0.3,0.01,0.01,0.03,0.01,135.61176344185455,0.36923894909407184,4.125020557239097,2.0601611630806858,3,0.04242344930667663
0.3,0.01,0.01,0.1,0.01,129.13238513012772,0.010508926491990618,3.781374776105449,2.276946256445483,3,0.04643306831309105
0.3,0.01,0.01,0.3,0.01,122.18161865003084,0.7479314501990284,4.77571999880458,1.677238539665571,3,0.05023429148200623
0.3,0.01,0.03,0.01,0.01,115.74704429753233,0.004564415729996356,2.5825218772636056,0.020236614802622288,2,0.05224235881791256
0.3,0.01,0.03,0.03,0.01,109.62501128416294,0.04278014166237215,3.5822821641821303,1.0170528651247226,3,0.061542805471840684
0.3,0.01,0.03,0.1,0.01,103.6515978432244,0.36814610456338154,4.344280104998885,3.907224373944719,3,0.06687381257119356
0.3,0.01,0.03,0.3,0.01,97.87095427992593,0.07652110692498293,2.867880414472153,2.195897398494364,3,0.06963254145176109
0.3,0.01,0.1,0.01,0.01,92.51227121937126,0.12542863784059818,1.8988883117604,0.4134823063919324,2,0.07587435646360413
0.3,0.01,0.1,0.03,0.01,87.27401223843702,0.09046110769638505,2.4826361942699893,2.323000600616975,3,0.08115666410044375
0.3,0.01,0.1,0.1,0.01,82.41870533159023,0.0051014489046351435,2.992361719387302,1.7111861842738114,3,0.0861227039658953
0.3,0.01,0.1,0.3,0.01,77.90682511048651,0.12394161043337368,2.9778887391871334,2.071504210006429,3,0.08904776198872223
0.3,0.01,0.3,0.01,0.01,74.19373118390983,0.003896193813710513,1.4923871084358682,0.15203665425578983,2,0.09451046996315812
0.3,0.01,0.3,0.03,0.01,70.19524089236228,0.148020200183919,1.3641917601727527,1.596306596636646,2,0.10047824808302361
0.3,0.01,0.3,0.1,0.01,66.12218574039937,0.00826571117151157,2.017584583383678,3.323506027514175,3,0.11039405053522983
0.3,0.01,0.3,0.3,0.01,62.24550387162174,0.2047681946222155,1.7941692771148745,1.3691433089723202,3,0.11489869314721633
0.3,0.03,0.01,0.01,0.01,58.304057545175525,0.009633524928967156,2.49949483757233,3.1641925536016497,3,0.1253754956298481
0.3,0.03,0.01,0.03,0.01,54.642462515098096,0.02922471655335902,3.598218637803004,3.898267327213464,3,0.13254617211777622
0.3,0.03,0.01,0.1,0.01,50.91590469345508,19.3325043798555,10.193570351678284,10.440292410330553,3,0.13517773631269342
